ax,ay,az,gx,gy,gz,hg_ax,hg_ay,hg_az,t_ms,p1_label,p1_crash,p2_label,p2_crash
0.0698,-0.3052,9.8104,-1.9817,-0.64,1.7191,0.0667,-0.3824,9.7719,59,0,0.15370659276867144,0.0,0.030990860267912007
0.2258,0.0499,9.8574,2.4315,0.8919,-4.2505,0.2192,-0.0476,9.8577,60,0,0.15370659276867144,0.0,0.05063914286809422
0.337,-0.0767,9.7773,3.5849,-3.4425,-1.5785,0.3367,-0.0298,9.7576,61,0,0.15370659276867144,0.0,0.03190155993659258
-0.2359,-0.2587,10.2592,3.3389,3.7154,-0.7131,-0.1956,-0.2846,10.302,62,0,0.14702299012714093,0.0,0.03190155993659258
0.11,-0.1398,9.6013,3.7328,5.2622,2.6973,0.1369,-0.1839,9.5831,63,0,0.15370659276867144,0.0,0.03190155993659258
-0.4833,-0.0843,9.5894,3.5193,-3.7779,-3.2718,-0.4081,-0.0738,9.7032,64,0,0.15370659276867144,0.0,0.04190155993659257
-0.2489,-0.2051,9.66,1.9896,-5.5266,0.8951,-0.2547,-0.2022,9.6281,65,0,0.15370659276867144,0.0,0.03190155993659258
-0.081,0.2639,9.9028,0.2842,5.7778,1.0696,-0.1517,0.3198,9.9804,66,0,0.15370659276867144,0.0,0.03166155993659257
-0.196,-0.2348,9.8819,-4.447,-4.8181,0.7957,-0.2084,-0.2775,9.9245,67,0,0.15370659276867144,0.0,0.022861559936592578
0.0162,-0.0631,10.1131,1.2157,0.3874,-0.7022,0.0008,-0.0042,10.1469,68,0,0.15370659276867144,0.0,0.02697943169648344
0.0012,0.0111,9.9655,2.6588,-3.0691,-2.1317,-0.0741,0.0211,10.0066,69,0,0.15370659276867144,0.0,0.03264904077460995
-0.1153,0.16,9.7748,2.0667,0.341,2.5396,-0.1762,0.1684,9.726,70,0,0.15370659276867144,0.0,0.03264904077460995
0.0417,0.022,9.9179,-7.2015,-3.0458,1.0185,0.0573,0.042,9.8541,71,0,0.15221377687624613,0.0,0.045359358234927406
0.0844,-0.0686,9.9569,-2.0858,2.0961,-0.9784,0.0415,-0.0306,9.9419,72,0,0.15370659276867144,0.0,0.03306999482224502
0.032,0.0336,9.9127,2.5918,-4.0226,-3.7137,0.0515,0.072,9.9551,73,0,0.15370659276867144,0.0,0.033357297880632415
0.1453,-0.0828,9.728,-1.8281,1.1821,-0.6424,0.0856,-0.0649,9.697,74,0,0.15370659276867144,0.0,0.0438392255914758
-0.4228,-0.0081,9.4451,-1.5293,-0.3205,-0.4167,-0.464,0.0453,9.4219,75,0,0.152691395331968,0.0,0.02915709735136665
-0.1958,0.1738,10.1165,-2.1612,4.9178,-0.2946,-0.202,0.1846,10.1762,76,0,0.15370659276867144,0.0,0.03898949958600353
-0.4107,-0.1649,9.7282,-0.3469,-0.5005,3.5759,-0.3694,-0.1122,9.7367,77,0,0.15370659276867144,0.0,0.038220268816772755
-0.2908,-0.2346,9.4996,2.3152,-4.5997,-1.7458,-0.3785,-0.2462,9.4943,78,0,0.15370659276867144,0.0,0.05173834110592938
0.2592,-0.0541,9.7157,-3.4972,2.6951,-0.8402,0.229,-0.0141,9.7858,79,0,0.15370659276867144,0.0,0.06173834110592938
-0.0915,-0.2518,9.8311,0.4418,-5.652,3.2629,-0.1269,-0.1939,9.82,80,0,0.15370659276867144,0.0,0.031905938871292505
-0.0951,0.0037,10.1262,-5.1364,2.4124,-4.2348,-0.1017,-0.1041,10.1253,81,0,0.15370659276867144,0.0,0.07173834110592937
-0.0377,0.0759,9.6253,-6.8586,2.21,-1.5903,0.0484,0.0724,9.5253,82,0,0.15370659276867144,0.0,0.07250757187516016
0.3891,0.2375,9.8624,4.6151,-5.4451,-2.267,0.2604,0.2864,9.934,83,0,0.15370659276867144,0.0,0.07250757187516016
0.2503,0.3089,10.0702,4.5329,4.695,-5.7589,0.1637,0.3006,10.0995,84,0,0.15370659276867144,0.0,0.04281886000009465
0.3039,-0.5913,9.9299,3.1408,0.5756,1.0372,0.2873,-0.6826,9.9057,85,0,0.14324797512448026,0.0,0.002773691808010963
0.206,0.1882,9.6696,-1.6086,-2.834,3.4244,0.2667,0.1851,9.6839,86,0,0.15370659276867144,0.0,0.023770149993600345
-0.3773,-0.0953,9.4848,6.4015,-0.9192,1.7991,-0.4325,-0.0315,9.5298,87,0,0.1528511125999369,0.0,0.03367162782611267
0.175,0.2978,9.8985,-2.8417,-1.3154,4.8372,0.1322,0.2654,9.844,88,0,0.15370659276867144,0.0,0.034939195393680234
-0.2296,-0.3243,9.8025,-3.7684,4.6334,2.6855,-0.3227,-0.3149,9.7663,89,0,0.15370659276867144,0.0,0.003837717561167916
-0.037,-0.2902,9.9699,-1.7786,-3.42,-5.1424,0.0535,-0.2362,9.9995,90,0,0.15370659276867144,0.0,0.02503771756116792
0.0046,-0.044,9.9123,-4.8165,6.2897,-1.4668,0.0835,-0.0662,9.909,91,0,0.15370659276867144,0.0,0.022673661610215404
-0.0784,0.2213,10.3137,2.9284,1.0698,-2.5233,-0.1138,0.2512,10.3375,92,0,0.11482624443692269,0.0,0.013575570070104763
-0.8089,0.234,10.0413,-5.2223,2.6667,-0.9189,-0.8224,0.2361,10.025,93,0,0.14222661860339078,0.0,0.0017485046598970648
-0.0653,-0.7136,9.2249,-2.315,-5.8342,-2.4064,-0.1346,-0.7325,9.1659,94,1,0.08697979170667622,0.0,0.0017485046598970648
-0.0093,-0.1825,9.6323,-4.2168,3.7333,1.6633,-0.0815,-0.0633,9.6685,95,0,0.15370659276867144,0.0,0.022728724440116845
-0.349,0.0105,9.9217,3.9234,1.237,2.3413,-0.405,-0.0695,9.959,96,0,0.15370659276867144,0.0,0.0015287244401168453
-0.0077,0.2848,9.8461,1.7494,-1.8191,-0.288,0.0875,0.319,9.9033,97,0,0.15370659276867144,0.0,0.0011920398481131043
-0.1305,-0.5095,9.8903,0.5103,-3.4093,-3.3601,-0.0756,-0.4346,9.7735,98,0,0.15370659276867144,0.0,0.008334896990970248
-0.0849,0.1195,9.8687,-4.3662,2.8747,2.4417,-0.0059,0.0694,9.8615,99,0,0.15370659276867144,0.0,0.0011920398481131043
0.2226,-0.1393,9.5712,-2.1439,-3.6988,4.0496,0.1989,-0.2375,9.5462,100,0,0.15370659276867144,0.0,0.0020010518310985357
-0.0614,-0.1583,9.6994,4.2011,-2.7978,2.4984,-0.0719,-0.1289,9.6774,101,0,0.15370659276867144,0.0,0.0020010518310985357
0.387,0.0948,9.9364,1.0754,0.5421,2.6174,0.3151,0.0368,9.8664,102,0,0.15370659276867144,0.0,0.011231821061867766
-0.3427,-0.3523,9.9711,1.4789,3.053,-0.0181,-0.3229,-0.3751,10.0538,103,0,0.15370659276867144,0.0,0.0031243182623156944
-0.6059,-0.3659,10.036,-3.2738,-0.0426,-2.6808,-0.6404,-0.4054,10.0552,104,0,0.1537691488359536,0.0,0.0010588957418711572
0.119,0.073,9.6218,4.0102,-6.0133,1.2598,0.0651,0.0227,9.6098,105,0,0.15370659276867144,0.0,0.014796592488903032
0.1677,-0.0417,9.9165,0.8828,-1.5511,0.1413,0.1241,-0.0852,9.9453,106,0,0.15370659276867144,0.0,0.014027361719672261
0.2241,0.2625,9.8471,-2.7763,-2.2841,5.2398,0.1611,0.3165,9.9101,107,0,0.15370659276867144,0.0,0.0034303467942991277
-0.0016,-0.2786,9.857,0.726,-0.6275,4.3578,-0.0194,-0.1688,9.8255,108,0,0.15370659276867144,0.0,0.01292205830304809
-0.2358,-0.3188,9.6973,-1.0967,1.3093,4.168,-0.2173,-0.3303,9.7067,109,0,0.15370659276867144,0.0,0.0023250433776749566
0.1686,0.1921,9.5384,-2.8594,2.7008,-2.4418,0.1955,0.2393,9.5467,110,0,0.15370659276867144,0.0,0.01292205830304809
0.2129,0.107,9.9498,1.2442,0.6448,-0.432,0.1799,0.0897,9.9046,111,0,0.15370659276867144,0.0,0.01292205830304809
0.0267,-0.111,10.0172,9.0494,1.0521,1.1766,-0.0122,-0.0179,10.042,112,0,0.11996832130000883,0.0,0.01292205830304809
0.1515,0.032,9.6783,-0.7841,-1.3039,3.1375,0.2016,0.0111,9.604,113,0,0.15370659276867144,0.0,0.01292205830304809
0.3293,0.2767,9.9765,-4.99,-5.8116,-0.1317,0.3807,0.3862,9.9626,114,0,0.15370659276867144,0.0,0.012325043377674956
-0.3381,0.1638,9.8127,-3.2947,4.1468,-1.6681,-0.394,0.2591,9.6877,115,0,0.15370659276867144,0.0,0.012325043377674956
0.2776,0.0879,9.946,-0.7973,1.0826,1.3874,0.222,0.0848,10.0079,116,0,0.15370659276867144,0.0,0.022325043377674953
0.0802,-0.1542,9.8489,1.6018,3.5193,-5.2612,0.1891,-0.1472,9.7999,117,0,0.15370659276867144,0.0,0.0023250433776749566
-0.0171,-0.2902,9.8947,-5.3001,-3.2227,0.2366,0.0402,-0.2479,9.8586,118,0,0.15370659276867144,0.0,0.0023250433776749566
0.4564,-0.2945,9.598,-1.0688,-4.5153,2.7024,0.4401,-0.3073,9.5907,119,0,0.15370659276867144,0.0,0.0023250433776749566
-0.0181,-0.5535,9.7215,1.237,2.5496,-0.4575,0.0025,-0.5469,9.7171,120,0,0.15370659276867144,0.0,0.012325043377674956
0.2204,0.0656,10.1455,1.9876,0.6308,0.9949,0.2795,0.0439,10.242,121,0,0.1526504524297057,0.0,0.022325043377674953
-0.1013,0.6179,9.971,1.993,4.5798,-1.3329,-0.1284,0.6887,9.9663,122,0,0.1504290645049972,0.0,0.020259620857230418
-0.3297,-0.274,9.5844,0.1271,2.6903,5.6409,-0.314,-0.3441,9.6064,123,0,0.15370659276867144,0.0,0.000259620857230419
0.2672,-0.2609,9.5428,-1.9159,-4.0087,-4.2969,0.3502,-0.2333,9.5,124,0,0.15370659276867144,0.0,0.000259620857230419
0.2481,0.3214,9.8998,1.7273,-4.0618,-0.8553,0.1581,0.3468,9.9557,125,0,0.15370659276867144,0.0,0.010259620857230417
-0.5288,-0.1599,9.7412,-0.7335,-1.4261,-0.064,-0.5032,-0.1768,9.7126,126,0,0.15370659276867144,0.0,0.000259620857230419
-0.1411,0.3812,9.6021,-0.1011,-0.9896,-0.3334,-0.1923,0.4408,9.7053,127,0,0.15370659276867144,0.0,0.000259620857230419
-0.4271,0.1402,10.2331,-3.9166,1.0723,-3.761,-0.4471,0.1634,10.2682,128,0,0.15135784453201792,0.0,0.000259620857230419
0.0973,-0.194,9.4937,-0.4093,1.6027,-3.2685,0.0201,-0.1442,9.4868,129,0,0.15370659276867144,0.0,0.000259620857230419
0.1734,-0.399,10.2394,-3.4544,2.5124,-0.0966,0.1386,-0.3551,10.2886,130,0,0.14727083411008693,0.0,0.0002197802197802198
-0.5708,0.0719,9.8227,4.7661,-1.2302,-3.9639,-0.6072,0.0545,9.8665,131,0,0.15370659276867144,0.0,0.000259620857230419
-0.0399,0.9589,9.8845,-0.6027,-0.5289,0.7456,-0.0797,0.996,9.965,132,0,0.08052082280680378,0.0,0.012086954408093202
0.1176,-0.3924,9.8151,1.2247,0.85,-0.6378,0.1668,-0.3033,9.9055,133,0,0.15370659276867144,0.0,0.001246096009253904
0.5999,0.341,9.7798,-0.3875,3.223,0.0046,0.4762,0.4325,9.7227,134,0,0.15208732668341593,0.0,0.0006358498768294451
-0.1441,-0.1467,9.9171,-1.4592,0.2762,-1.4498,-0.0147,-0.0735,9.898,135,0,0.15370659276867144,0.0,0.0009379256969703123
-0.208,-0.4902,9.8384,-4.3659,0.1172,-3.0775,-0.2746,-0.5118,9.874,136,0,0.15370659276867144,0.0,0.001170483836505196
-0.036,-0.0664,10.0653,0.2384,2.1049,-6.277,-0.0403,-0.1571,10.0116,137,0,0.15370659276867144,0.0,0.001599784700605746
-0.337,0.01,10.0075,-0.8866,3.0093,-0.354,-0.3793,0.073,9.9768,138,0,0.15370659276867144,0.0,0.0022591253599464054
0.1002,0.0475,9.9167,0.6328,1.2592,-5.2961,0.0947,-0.0272,9.9134,139,0,0.15370659276867144,0.0,0.0024137645352041376
-0.4915,0.1276,9.9954,-2.0886,-3.8866,4.2723,-0.4435,0.1546,9.9232,140,0,0.15370659276867144,0.0,0.0024525994866604482
0.2473,-0.2245,9.7653,2.1576,0.2714,-2.6353,0.2078,-0.1856,9.8334,141,0,0.15370659276867144,0.0,0.012078180091622497
0.0043,0.1045,10.1266,0.7813,2.4996,1.371,0.033,0.1314,10.0873,142,0,0.15370659276867144,0.0,0.022078180091622497
-0.0595,-0.0159,9.889,-2.1994,5.4572,5.6832,-0.0345,-0.0072,9.9052,143,0,0.15370659276867144,0.0,0.023875424741680834
0.0239,0.2495,9.6019,-3.3019,-4.9082,-2.2085,0.1175,0.2729,9.5479,144,0,0.15370659276867144,0.0,0.013483232428323479
-0.2336,0.1858,9.7591,4.8789,-0.9197,6.3854,-0.2922,0.1528,9.7754,145,0,0.15314501477372658,0.0,0.02325312764214393
-0.0554,0.2472,9.9401,2.1277,2.8989,3.1315,0.0234,0.176,9.9206,146,0,0.15370659276867144,0.0,0.013253127642143927
-0.0702,-0.17,9.8661,-0.4887,8.4219,-0.8817,-0.087,-0.1948,9.874,147,0,0.13911514571875466,0.0,0.0350778123461662
0.0614,0.1695,9.7086,1.6959,-3.1637,-2.7617,0.1197,0.1164,9.7007,148,0,0.15370659276867144,0.0,0.0350778123461662
-0.1017,0.1504,9.8291,4.1145,1.9157,3.2039,-0.0578,0.1114,9.7686,149,0,0.15370659276867144,0.0,0.0350778123461662
0.0866,0.4718,9.6631,-1.4738,2.3863,0.9332,0.1062,0.5011,9.7305,150,0,0.15370659276867144,0.0,0.035798489257272983
-0.1659,0.0064,9.8611,-3.0188,-0.7367,-3.3278,-0.264,0.0421,9.9069,151,0,0.15370659276867144,0.0,0.035798489257272983
0.0557,0.6144,9.6874,0.9763,-3.5524,0.4245,0.0066,0.6569,9.6837,152,0,0.15309497375261916,0.0,0.055798489257272994
-0.1266,-0.1422,9.7549,0.7791,7.1845,-1.994,-0.0653,-0.1471,9.7225,153,0,0.14996803212909404,0.0,0.0350778123461662
0.7423,-0.216,9.6123,2.1396,-0.961,1.5942,0.7374,-0.1481,9.6579,154,0,0.15557955017382005,0.0,0.025942532476345082
0.0424,-0.3634,9.8859,-0.235,-3.766,1.7396,0.0247,-0.3958,9.8855,155,0,0.15370659276867144,0.0,0.05290687012607509
-0.3554,0.3019,9.6853,-2.2633,0.0387,2.0279,-0.2183,0.307,9.8053,156,0,0.15370659276867144,0.0,0.03199598613826802
0.3642,-0.2024,9.747,0.9585,0.3737,0.4479,0.4045,-0.0894,9.8017,157,0,0.15370659276867144,0.0,0.04771027185255374
0.0318,-0.2181,9.9176,-5.0008,-0.9354,2.9768,0.0212,-0.2543,9.8788,158,0,0.15370659276867144,0.0,0.04771027185255374
-0.04,-0.1145,9.556,-2.0738,1.559,0.0551,-0.0433,0.0072,9.5886,159,0,0.15370659276867144,0.0,0.03638697692078952
0.0232,0.5493,9.77,-3.9834,-1.5032,8.1585,-0.0817,0.5844,9.7344,160,0,0.14662858093372588,0.0,0.0630006834010206
-0.5569,-0.3856,9.9832,-5.2235,0.6973,-1.3071,-0.5049,-0.3697,9.9598,161,0,0.15370659276867144,0.0,0.043229254829592036
0.2127,0.2304,9.9875,-2.0397,-1.7945,-1.7247,0.2389,0.1784,9.9589,162,0,0.15370659276867144,0.0,0.024623408386156863
-0.3165,-0.3544,9.8984,1.4641,-1.7705,-0.9452,-0.2789,-0.3607,9.9362,163,0,0.15370659276867144,0.0,0.035778093169192136
-0.1303,0.0213,9.8581,-3.6367,-7.5083,-2.3697,-0.068,0.0094,9.9093,164,0,0.1499721008039906,0.0,0.04151672403719154
0.0731,-0.2062,9.5792,-3.9001,1.1826,-2.3333,0.0785,-0.23,9.6214,165,0,0.15370659276867144,0.0,0.06128815260862011
0.137,0.4304,9.6372,3.9896,-5.3061,-3.9771,0.096,0.4887,9.6101,166,0,0.15370659276867144,0.0,0.06965659170970626
-0.3142,0.1348,9.2049,-0.608,-3.5172,1.3655,-0.3688,0.1555,9.127,167,0,0.07754938446863578,0.0,0.0498098484146871
-0.3043,0.2674,9.8421,0.7692,-2.4841,2.879,-0.3338,0.3048,9.8526,168,0,0.15370659276867144,0.0,0.040038419843258524
0.5195,0.5129,9.5635,1.9905,1.5066,3.0787,0.5652,0.4767,9.5116,169,0,0.15370659276867144,0.0,0.029870822077895393
-0.6693,-0.1419,9.7494,-0.3212,-0.0261,1.2985,-0.7325,-0.1263,9.7022,170,0,0.1376331893123983,0.0,0.01153773320552827
0.0361,0.0381,10.0375,-3.006,-0.4362,-2.3096,-0.0899,0.0245,10.0381,171,0,0.15370659276867144,0.0,0.04985747457493462
0.0872,0.4297,9.5792,-4.9567,-4.1525,-4.0592,0.0113,0.432,9.5824,172,0,0.15370659276867144,0.0,0.062480243530972694
-0.0891,-0.1658,9.7858,-3.4862,5.1158,-4.3007,-0.0064,-0.176,9.8039,173,0,0.15370659276867144,0.0,0.046607735137373665
-0.1743,-0.1598,9.6871,-4.911,-6.5881,1.3613,-0.203,-0.153,9.7043,174,0,0.15370659276867144,0.0,0.05653377064033224
0.133,0.4796,10.0755,1.5724,-5.1199,-2.9933,0.1343,0.5833,10.1017,175,0,0.15182277332485958,0.0,0.053865933178729425
-0.175,-0.4337,9.9057,-2.1012,-2.2273,-1.2594,-0.2187,-0.3338,9.8998,176,0,0.15370659276867144,0.0,0.06373189720668222
-0.2411,-0.2281,10.0204,-0.9429,0.8399,-2.3071,-0.2615,-0.1999,10.0477,177,0,0.15370659276867144,0.0,0.04873189720668222
-0.2526,0.1645,9.5934,6.5288,5.4908,3.3126,-0.1807,0.1604,9.6704,178,0,0.1528511125999369,0.0,0.04357729027515221
0.1434,0.0421,9.9405,0.8194,-2.4326,-1.754,0.0769,0.0515,9.9584,179,0,0.15370659276867144,0.0,0.03342403357017137
0.0368,-0.1683,9.8534,0.2325,2.474,-2.2271,0.0155,-0.1237,9.8517,180,0,0.15370659276867144,0.0,0.040924033570171374
0.1038,0.1469,9.8062,-1.1109,5.0362,4.4702,0.0777,-0.0146,9.7681,181,0,0.15370659276867144,0.0,0.026512268864289014
0.5011,-0.6453,9.9436,4.9975,-3.9599,-6.9923,0.4703,-0.5878,9.9939,182,0,0.1531261652793696,0.0,0.043097540063938115
0.0819,0.2054,9.8986,-0.4034,3.5148,2.3915,0.1257,0.1996,9.8423,183,0,0.15370659276867144,0.0,0.043097540063938115
0.0571,0.5489,10.0377,-0.2675,1.2089,3.1982,0.0528,0.5542,9.9282,184,0,0.15355074445237718,0.0,0.02309754006393811
-0.3344,-0.2641,9.8107,-0.6956,-1.7053,-2.5281,-0.3934,-0.2311,9.8264,185,0,0.15370659276867144,0.0,0.02309754006393811
0.0662,-0.0519,9.546,0.4603,-4.7301,5.8647,0.1723,-0.1284,9.4513,186,0,0.1534046229755623,0.0,0.05336927919437289
0.131,-0.0783,10.0358,1.9273,1.5798,-6.0166,0.1144,-0.1231,9.9814,187,0,0.15370659276867144,0.0,0.03314949897459267
0.2217,-0.0569,9.832,-3.0288,0.4384,-2.778,0.1998,-0.0395,9.7481,188,0,0.15370659276867144,0.0,0.002981901209229543
0.0238,0.1689,9.831,7.2508,2.1654,-2.1839,-0.028,0.0617,9.7914,189,0,0.15242389511884455,0.0,0.012636197581753342
0.0265,-0.1376,9.6947,-3.2789,2.2927,-3.0886,0.0701,-0.1497,9.6243,190,0,0.15370659276867144,0.0,0.0018767039108672642
-0.3807,0.4128,10.038,0.0338,-2.6018,-5.0279,-0.3888,0.4992,10.0366,191,0,0.15370659276867144,0.0,0.021924172265297647
-0.0781,-0.3726,9.7431,-2.6393,-4.2056,-0.9043,-0.0773,-0.37,9.7492,192,0,0.15370659276867144,0.0,0.02116467859441157
0.2925,0.2684,9.269,1.8557,1.0933,-3.7917,0.2469,0.2766,9.313,193,0,0.12665982126506126,0.0,0.007679623618896462
-0.1785,0.3691,10.2226,-6.3844,-0.4517,2.2527,-0.1681,0.3865,10.2136,194,0,0.15210479279569714,0.0,0.01767962361889646
-0.0777,0.2286,9.9958,-1.732,-2.9154,1.6075,-0.1092,0.2738,9.9389,195,0,0.15370659276867144,0.0,0.02843911728978254
