ax,ay,az,gx,gy,gz,hg_ax,hg_ay,hg_az,t_ms,p1_label,p1_crash,p2_label,p2_crash
0.5506,0.0604,9.8267,-2.1856,-2.609,4.5403,0.5601,-0.0992,9.8449,45,0,0.15361879978792273,,
-0.1062,0.1465,9.8665,-3.158,-0.3183,0.1806,-0.0843,0.1211,9.8684,46,0,0.15370659276867144,,
0.0291,-0.4512,9.7362,-0.8815,-1.8999,0.7248,0.0603,-0.2946,9.8046,47,0,0.15370659276867144,,
0.412,-0.1712,9.4078,4.2251,-1.8036,-0.8085,0.4332,-0.1361,9.39,48,0,0.1525588014428267,,
0.3158,-0.0827,9.7025,-0.3295,1.3446,-0.6885,0.2619,-0.1529,9.7227,49,0,0.15370659276867144,,
-0.0089,-0.0024,10.0398,-1.0134,0.0184,1.4044,0.0361,-0.0226,9.9937,50,0,0.15370659276867144,0.0,0.0015982668716720725
-0.3546,-0.0087,10.0283,1.0507,-2.6048,-2.0411,-0.295,0.0526,9.9261,51,0,0.15370659276867144,0.0,0.0015982668716720725
-0.4349,-0.1482,9.5506,-5.0709,0.9025,0.0991,-0.4344,-0.092,9.5766,52,0,0.15370659276867144,0.0,0.011786946116955091
-0.0688,0.6921,9.9361,-2.0503,2.5527,2.2506,-0.1319,0.6321,9.9495,53,0,0.15318370441863025,0.0,0.019755531544812032
0.0594,-0.1962,9.4976,-0.9043,0.0199,4.6436,0.078,-0.235,9.5254,54,0,0.15370659276867144,0.0,0.02971569090736183
0.3406,0.3894,9.936,1.2659,1.8677,0.4505,0.3089,0.3687,9.9147,55,0,0.15370659276867144,0.0,0.009676841736642907
0.079,-0.6023,9.7448,0.4961,-0.9747,1.0269,-0.0026,-0.5996,9.7311,56,0,0.15358821137965672,0.0,0.020097189795545183
0.0294,-0.415,9.8259,0.0012,0.2413,5.3675,0.0528,-0.4477,9.7999,57,0,0.15370659276867144,0.0,0.02368414631728431
-0.3837,-0.2556,9.4398,1.3767,-1.8361,-0.1058,-0.3756,-0.265,9.3932,58,0,0.1525588014428267,0.0,0.03023205063943034
-0.2854,0.1901,9.5925,1.9981,4.8168,-2.4459,-0.314,0.1369,9.509,59,0,0.15370659276867144,0.0,0.010954904788947659
0.5706,0.2272,9.6496,1.3269,0.4629,3.3278,0.5022,0.2496,9.688,60,0,0.15361879978792273,0.0,0.025182248814251747
-0.2599,-0.1635,9.7749,1.7536,0.7588,-3.0871,-0.2517,-0.1673,9.7872,61,0,0.15370659276867144,0.0,0.025182248814251747
0.3096,-0.2199,9.9982,-2.7583,-3.2938,3.5112,0.3051,-0.2195,10.0686,62,0,0.15370659276867144,0.0,0.01876920533599087
0.0026,-0.3727,9.8558,2.7147,-6.2934,-2.3065,0.0087,-0.3643,9.8239,63,0,0.15370659276867144,0.0,0.020509658746092056
0.1892,0.0291,10.3253,-0.2287,-2.7689,-1.2467,0.1584,0.0367,10.3425,64,0,0.11562982288225068,0.0,0.026153020878883562
0.0968,-0.018,9.8267,-3.9569,-1.3293,0.6206,0.0189,-0.0343,9.8468,65,0,0.15370659276867144,0.0,0.026191870049602488
0.0477,0.1737,9.5459,1.8788,3.7253,-0.5909,0.0274,0.21,9.5661,66,0,0.15370659276867144,0.0,0.04551662337435583
0.25,0.4248,9.499,0.7602,-2.6038,1.7192,0.1924,0.3766,9.5507,67,0,0.15370659276867144,0.0,0.05692202877976123
-0.6608,-0.2541,9.8063,4.7882,2.3168,-1.6702,-0.6297,-0.1332,9.8251,68,0,0.1537691488359536,0.0,0.02642299091268982
0.3896,0.1857,9.8343,-4.6852,4.8706,-4.9913,0.4196,0.1958,9.8089,69,0,0.15370659276867144,0.0,0.0253112905665918
-0.3785,0.034,9.8097,-0.0289,-0.0664,5.0499,-0.3092,0.0673,9.8535,70,0,0.15370659276867144,0.0,0.04465243972638751
-0.2566,0.135,9.6497,0.6788,-2.1091,-0.7716,-0.2085,0.1801,9.5725,71,0,0.15370659276867144,0.0,0.05689482462803555
-0.3542,-0.0417,9.3778,2.2048,-0.2407,1.543,-0.4326,-0.0786,9.3799,72,0,0.14974236502446667,0.0,0.042478498275675756
-0.5717,0.1763,9.8277,-1.0128,-3.6998,4.5367,-0.483,0.2552,9.7849,73,0,0.15370659276867144,0.0,0.03976572264485057
-0.0397,0.0329,9.8853,-1.6526,-5.1999,1.5657,-0.0098,0.0399,9.8825,74,0,0.15370659276867144,0.0,0.0257993572023422
-0.0184,-0.586,9.8127,1.1821,5.9303,4.3304,-0.0465,-0.6588,9.7587,75,0,0.1475606920052188,0.0,0.012615035671804584
0.3727,0.1384,9.6623,-2.1095,-1.1746,3.3266,0.2767,0.0959,9.7493,76,0,0.15370659276867144,0.0,0.03261503567180458
-0.3977,0.0353,9.662,1.5222,-6.1662,1.3272,-0.4599,0.0507,9.5154,77,0,0.15370659276867144,0.0,0.028769453790674034
-0.2147,-0.6223,9.8446,4.6832,3.0668,-0.6626,-0.184,-0.6529,9.882,78,0,0.15388704993742966,0.0,0.018172438865300896
-0.322,0.394,9.8504,-0.3912,-3.8102,-4.9189,-0.2464,0.4229,9.867,79,0,0.15370659276867144,0.0,0.007615035671804581
0.1269,-0.241,9.8324,2.2849,-2.9293,-6.6209,0.16,-0.2536,9.7051,80,0,0.1532405209942328,0.0,0.012615035671804584
0.2495,-0.2524,9.6178,1.417,-1.4815,-3.8193,0.3569,-0.3221,9.5578,81,0,0.15370659276867144,0.0,0.0026150356718045806
0.0191,0.0038,10.1022,1.224,5.7727,1.0943,0.0137,0.0295,10.116,82,0,0.15370659276867144,0.0,0.023602516509821952
-0.1283,-0.2156,9.8633,1.3659,-4.7595,1.0783,-0.1902,-0.2603,9.9116,83,0,0.15370659276867144,0.0,0.013602516509821956
0.1269,-0.1292,9.7456,6.1527,-0.7886,-1.0885,0.0467,-0.1299,9.704,84,0,0.15370659276867144,0.0,0.023197111104416548
-0.2301,0.4187,9.9867,1.242,-2.8854,-1.8343,-0.1827,0.413,9.9064,85,0,0.15370659276867144,0.0,0.023197111104416548
-0.387,-0.0746,9.7533,-3.9608,0.2978,0.9349,-0.384,-0.122,9.7706,86,0,0.15370659276867144,0.0,0.012209630266399178
-0.2559,-0.011,9.9683,1.555,5.8514,4.3866,-0.2397,0.0004,9.9515,87,0,0.15370659276867144,0.0,0.023275800912585673
0.0942,-0.3087,10.2849,-3.9805,-2.5246,-7.04,0.0799,-0.3214,10.2985,88,0,0.1502668436133434,0.0,0.023230650649288788
-0.1372,-0.0025,9.9517,-4.5821,3.5799,1.8005,-0.2097,-0.0127,9.9409,89,0,0.15370659276867144,0.0,0.0026612402400441005
-0.3208,0.0993,9.8716,1.6937,2.3314,1.3828,-0.2976,0.1194,9.808,90,0,0.15370659276867144,0.0,0.016527844717656042
-0.1787,-0.136,9.717,3.6381,3.9166,-0.8087,-0.2371,-0.1155,9.7539,91,0,0.15370659276867144,0.0,0.0025068430068425195
0.3439,-0.3349,9.9752,5.9882,0.8715,-0.1617,0.3124,-0.309,9.9557,92,0,0.15370659276867144,0.0,0.006685947484454459
-0.219,0.5517,9.9465,2.2486,1.8868,-1.2081,-0.2129,0.5084,10.0209,93,0,0.15355074445237718,0.0,0.006449154909486916
-0.3897,-0.0148,9.6877,0.7789,3.8631,1.772,-0.4114,0.0074,9.6401,94,0,0.15370659276867144,0.0,0.0022700504318749763
-0.1346,0.6522,9.536,-3.7823,0.0335,-0.2594,-0.1054,0.6619,9.5979,95,0,0.15309497375261916,0.0,0.0071312831495960564
-0.4449,-0.0506,9.7527,2.8112,-0.183,0.0383,-0.4659,0.0008,9.6988,96,0,0.15370659276867144,0.0,0.0032646786719841164
-0.118,-0.0107,9.6136,2.2907,1.4985,-1.6989,-0.171,-0.06,9.5933,97,0,0.15370659276867144,0.0,0.0031435481201671583
-0.0837,-0.3012,10.1197,4.174,-1.3541,1.6276,-0.0663,-0.2745,10.0722,98,0,0.15370659276867144,0.0,0.013220311960328902
0.1471,-0.0863,10.092,-5.8048,2.0433,-4.9113,0.2298,-0.1,10.0865,99,0,0.15370659276867144,0.0,0.03271525811562835
-0.3791,-0.3672,9.4885,1.1685,0.6606,3.8769,-0.3722,-0.3799,9.4592,100,0,0.15370659276867144,0.0,0.03404120748271696
-0.0571,-0.1409,10.1212,-1.6705,-7.1891,5.4567,-0.1803,-0.2016,10.1275,101,0,0.15355501587418666,0.0,0.014041207482716962
0.3516,-0.0073,9.7166,-1.5514,-2.7249,4.0161,0.4284,0.0979,9.6116,102,0,0.15370659276867144,0.0,0.0028897296502046438
0.2681,-0.1924,9.6494,-1.8215,1.3999,-4.5715,0.3015,-0.1112,9.6988,103,0,0.15370659276867144,0.0,0.002171492680457095
-0.2169,0.1289,9.7348,-0.1993,-1.2071,0.6468,-0.1916,0.1529,9.7734,104,0,0.15370659276867144,0.0,0.0021316520430068957
0.3542,-0.2848,9.7933,-1.4501,0.772,-2.3928,0.307,-0.2978,9.7962,105,0,0.15370659276867144,0.0,0.002171492680457095
0.2356,-0.2943,9.8494,5.6212,0.2776,-1.3319,0.2574,-0.246,9.8808,106,0,0.15370659276867144,0.0,0.0023295954472555137
-0.0352,0.6078,9.6888,-1.9405,4.0894,-0.8528,0.0039,0.643,9.5984,107,0,0.15309497375261916,0.0,0.003135264032472279
-0.3197,-0.147,9.3719,-0.7062,0.8586,0.3051,-0.3707,-0.131,9.3916,108,0,0.14995156960503458,0.0,0.012097528183415675
-0.0773,0.1294,10.2477,-3.6267,-3.5083,1.7249,-0.0818,0.152,10.3062,109,0,0.14551281172518737,0.0,0.012097528183415675
-0.1524,0.2321,9.4928,-1.4141,-0.1419,-2.5333,-0.138,0.2717,9.467,110,0,0.15370659276867144,0.0,0.013095423395022081
0.4411,0.4738,9.7135,4.8085,-3.5747,-3.9923,0.402,0.4691,9.7152,111,0,0.15370659276867144,0.0,0.02313526403247228
-0.2903,0.1022,9.5956,2.3369,2.0207,-2.1245,-0.2573,0.044,9.6184,112,0,0.15370659276867144,0.0,0.01313526403247228
0.2335,-0.0476,10.0526,-0.0462,-1.185,-3.1971,0.2113,0.0376,10.0362,113,0,0.15370659276867144,0.0,0.023777551635131223
-0.2405,-0.3255,9.8569,1.8175,-1.4416,1.3196,-0.3138,-0.3511,9.7946,114,0,0.15370659276867144,0.0,0.05049690122753439
0.0899,0.1352,10.2197,-3.0344,-1.8566,3.6716,0.0528,0.2476,10.19,115,0,0.1533321728497886,0.0,0.040496901227534396
0.1104,0.4846,9.8558,-1.1257,-1.5729,1.9244,0.1855,0.5004,9.8619,116,0,0.15370659276867144,0.0,0.012097528183415675
-0.2217,-0.4986,10.0159,-2.101,-0.4177,-0.1957,-0.2347,-0.5018,9.9983,117,0,0.15370659276867144,0.0,0.02320916537847779
0.4486,-0.2269,9.9341,-0.9311,3.7102,4.3507,0.4705,-0.2593,9.9068,118,0,0.15370659276867144,0.0,0.020736724506775012
0.4721,0.1998,9.9145,-3.3707,-4.3122,0.1892,0.447,0.1689,9.9352,119,0,0.15370659276867144,0.0,0.021267905084369425
0.1051,0.1013,9.7376,1.1787,1.4698,1.5988,0.1821,0.1327,9.6496,120,0,0.15370659276867144,0.0,0.02153964421480421
0.5511,0.2914,9.9715,1.4306,-0.2328,4.3309,0.5807,0.2737,9.9527,121,0,0.15361879978792273,0.0,0.02046498537634023
0.3906,0.0238,10.0662,0.9466,6.2954,1.8217,0.3847,0.044,10.0753,122,0,0.15370659276867144,0.0,0.020684765596120452
-0.4923,0.0807,9.6662,3.0263,2.8307,3.0796,-0.5157,0.1454,9.703,123,0,0.15370659276867144,0.0,0.04068476559612044
-0.1556,-0.1698,9.8303,5.0997,-1.2954,0.7812,-0.0944,-0.1845,9.8561,124,0,0.15370659276867144,0.0,0.020610801099079028
0.2214,0.4088,10.1031,-0.0288,0.0045,-1.335,0.2163,0.4137,10.0603,125,0,0.15370659276867144,0.0,0.03180381121601505
0.2907,0.1006,10.0736,0.3964,-1.1295,0.7473,0.3073,0.1196,9.9912,126,0,0.15370659276867144,0.0,0.051803811216015044
-0.0493,0.6893,9.5427,-2.6645,1.7279,-0.5579,-0.0141,0.6524,9.6213,127,0,0.15309497375261916,0.0,0.03185992822378509
0.685,-0.3878,9.595,-0.2334,5.4936,0.7663,0.6668,-0.5126,9.625,128,0,0.15518889869880204,0.0,0.0028903342426117207
0.0134,0.2991,10.0516,1.7572,-1.5478,0.1189,0.0213,0.3465,10.003,129,0,0.15370659276867144,0.0,0.003215572374252246
-0.1169,0.3909,10.0419,-0.6684,0.3229,4.137,-0.135,0.378,10.0877,130,0,0.15370659276867144,0.0,0.014291300684952568
-0.0709,-0.3281,9.7121,-1.0763,2.3876,-2.3376,-0.0858,-0.3585,9.7766,131,0,0.15370659276867144,0.0,0.013914065979359656
-0.438,0.3088,10.0143,-2.3489,-0.0563,-0.4415,-0.4244,0.1657,9.9979,132,0,0.15370659276867144,0.0,0.0030121575194702955
0.391,0.4335,10.0166,-0.2424,-2.1383,-1.683,0.3472,0.5009,10.0101,133,0,0.15370659276867144,0.0,0.0030121575194702955
0.5195,0.2168,9.4328,-0.5082,-0.5358,-2.2075,0.5198,0.2864,9.4064,134,0,0.1525588014428267,0.0,0.0030121575194702955
-0.4547,-0.1262,9.4679,-1.2091,-2.7784,4.9356,-0.4476,-0.2088,9.4342,135,0,0.152968620356603,0.0,0.003051769251347115
0.2895,0.1771,9.8326,5.0153,1.6882,-5.0,0.3041,0.2735,9.8274,136,0,0.15370659276867144,0.0,0.01249358927743029
-0.0465,-0.0842,10.0415,3.997,3.4672,5.4729,-0.0337,-0.075,10.039,137,0,0.15370659276867144,0.0,0.0024935892774302915
0.0529,0.282,9.4615,-5.1395,1.9484,5.4399,0.0124,0.2544,9.4397,138,0,0.1534046229755623,0.0,0.013059627013279349
-0.0976,0.9104,9.7465,2.6897,-2.3228,-3.143,-0.0942,0.8989,9.7484,139,0,0.09180475966240183,0.0,0.023665805886299882
-0.1363,0.1297,9.8464,3.0161,-0.1345,6.3731,-0.1167,0.091,9.836,140,0,0.15314501477372658,0.0,0.013665805886299882
-0.0985,-0.1979,9.5909,-1.3218,-0.2991,2.7502,-0.0911,-0.153,9.57,141,0,0.15370659276867144,0.0,0.023665805886299882
-0.1352,0.4805,9.7759,1.6528,-0.7165,2.3985,-0.0816,0.461,9.77,142,0,0.15370659276867144,0.0,0.01362697093484357
-0.3673,-0.0112,9.9656,-5.0497,-0.4048,-4.2496,-0.296,-0.0823,9.9749,143,0,0.15370659276867144,0.0,0.01362697093484357
0.1685,0.6697,9.9532,-0.5421,-1.2415,0.0574,0.1902,0.6858,9.965,144,0,0.15334485469916675,0.0,0.013665805886299882
-0.1657,-0.3735,9.6388,3.3923,0.2974,-0.101,-0.2497,-0.434,9.704,145,0,0.15370659276867144,0.0,0.013665805886299882
0.2175,-0.0324,9.8559,3.2007,3.2838,-3.2315,0.1045,-0.1048,9.7911,146,0,0.15370659276867144,0.0,0.025817949490343096
0.199,0.0168,9.8812,-0.9494,0.24,-0.0704,0.1553,0.0816,9.8736,147,0,0.15370659276867144,0.0,0.02525191175449404
-0.1451,0.5613,9.9416,0.5221,1.8669,-1.1467,-0.1973,0.6373,9.9896,148,0,0.15309497375261916,0.0,0.02525191175449404
0.0515,0.0205,9.5404,-1.401,1.9219,-1.2947,0.0545,-0.0285,9.5565,149,0,0.15370659276867144,0.0,0.02521307680303773
0.448,0.3437,9.5055,-3.0054,-3.6198,-1.5773,0.503,0.3742,9.4872,150,0,0.15370659276867144,0.0,0.040213076803037734
-0.2211,-0.1106,9.9765,-1.1094,4.2714,0.8025,-0.2159,-0.2172,10.0179,151,0,0.15370659276867144,0.0,0.03466173006099787
0.2029,0.2753,9.6398,-1.5873,2.134,-2.0292,0.2015,0.3096,9.5392,152,0,0.15370659276867144,0.0,0.024363951157532555
0.0769,0.3614,9.8063,5.8403,-1.2247,-0.7049,0.0882,0.3506,9.8218,153,0,0.15370659276867144,0.0,0.04393465029343201
0.0339,0.0983,9.5537,-7.1891,-4.9527,-2.0904,0.0296,-0.0375,9.6237,154,0,0.15221377687624613,0.0,0.02407597647398825
0.571,0.1045,9.9763,-5.9305,-3.5883,-3.3751,0.5869,0.1,9.9518,155,0,0.15361879978792273,0.0,0.03357451838515152
0.0537,-0.1143,9.7986,1.1314,1.1236,3.1451,0.0561,-0.1397,9.7853,156,0,0.15370659276867144,0.0,0.014641161757481305
0.2995,-0.1011,9.7049,-0.8446,-1.776,2.612,0.3022,-0.0115,9.7894,157,0,0.15370659276867144,0.0,0.03441259032890987
0.0135,-0.0277,9.6431,-0.8463,-2.1603,-0.1459,0.0011,-0.1598,9.646,158,0,0.15370659276867144,0.0,0.014412590328909873
-0.3124,0.2374,9.9972,-5.5919,0.2488,-2.3219,-0.3247,0.2814,10.0732,159,0,0.15370659276867144,0.0,0.013574518385151524
-0.1837,-0.1047,10.0873,1.6741,-0.094,-3.9295,-0.0721,-0.0826,10.104,160,0,0.15370659276867144,0.0,0.004320648936968482
0.0575,-0.0645,10.1868,-4.7074,-1.3773,0.5794,0.0074,-0.088,10.1953,161,0,0.1533321728497886,0.0,0.01527302277672096
-0.0844,-0.0659,9.7305,1.2528,-1.9773,2.0082,-0.0524,-0.0279,9.72,162,0,0.15370659276867144,0.0,0.01527302277672096
0.4117,0.3346,9.3678,3.9118,0.7204,1.0557,0.3346,0.3137,9.3727,163,0,0.15175489848691914,0.0,0.015870037702094098
0.2834,0.4839,9.803,-5.6641,0.1107,3.4159,0.369,0.4783,9.7794,164,0,0.15370659276867144,0.0,0.020550485532186018
-0.2855,0.0586,9.8687,2.1472,2.0084,-1.2202,-0.2825,0.0732,9.915,165,0,0.15370659276867144,0.0,0.02036168250192987
0.0361,0.0433,9.7427,-5.1695,-3.2838,0.4311,-0.0267,0.0471,9.7151,166,0,0.15370659276867144,0.0,0.006255130169619243
-0.1826,-0.4285,10.0947,2.4148,-1.6336,-1.445,-0.2103,-0.4303,10.1457,167,0,0.15370659276867144,0.0,0.004689092433770187
0.2023,0.1664,10.0739,3.5009,-0.7752,-0.021,0.1794,0.1865,9.9982,168,0,0.15370659276867144,0.0,0.04027683296213768
-0.2905,-0.235,9.6212,-4.3487,0.8739,-2.5848,-0.324,-0.2222,9.6688,169,0,0.15370659276867144,0.0,0.020276832962137673
-0.3486,-0.0482,9.9207,3.1784,-3.0059,-2.8027,-0.3009,-0.0475,9.9549,170,0,0.15370659276867144,0.0,0.02956479059338362
-0.244,0.515,10.0357,-3.322,-1.601,1.8548,-0.1908,0.4982,9.9565,171,0,0.15370659276867144,0.0,0.03967981803676454
0.0789,-0.1168,9.5301,4.5166,3.7464,-1.2073,0.0724,-0.1168,9.4973,172,0,0.15370659276867144,0.0,0.049503205518847675
-0.0545,0.4114,9.6025,5.5872,3.8984,-3.6352,0.0204,0.3996,9.6281,173,0,0.15370659276867144,0.0,0.05362245717093438
0.2039,0.2496,10.232,1.4864,-2.2459,-1.6883,0.1502,0.192,10.1389,174,0,0.15370659276867144,0.0,0.05027292575823046
-0.2515,-0.1304,9.6647,4.1118,-0.4146,1.0791,-0.2539,-0.0197,9.6574,175,0,0.15370659276867144,0.0,0.06821947209630752
0.263,0.2231,9.7515,3.8209,1.3161,-4.5243,0.2881,0.228,9.6744,176,0,0.15370659276867144,0.0,0.06777886976691176
0.3939,-0.1625,9.9085,-2.1606,-4.5035,0.377,0.3985,-0.0775,9.9237,177,0,0.15370659276867144,0.0,0.05727804195234223
0.2699,0.4045,9.5395,-0.9145,-0.8619,-0.6248,0.2646,0.4459,9.6272,178,0,0.15370659276867144,0.0,0.04207359750789777
0.2104,-0.3342,10.17,2.1147,-3.4571,0.263,0.1053,-0.278,10.1676,179,0,0.15370659276867144,0.0,0.05419942532246731
0.2022,-0.4173,10.0675,1.0644,-1.98,1.2166,0.1382,-0.4011,10.0131,180,0,0.15370659276867144,0.0,0.09154349083815314
-0.2288,0.0024,9.9887,-0.3531,-2.955,1.6845,-0.2524,0.0847,10.0183,181,0,0.15370659276867144,0.0,0.06720169983729354
-0.165,-0.0563,10.0332,0.2146,-1.9722,-2.6949,-0.0719,-0.1084,10.0393,182,0,0.15370659276867144,0.0,0.04861474331555442
-0.4086,0.5615,9.7375,9.6543,-2.9767,0.5461,-0.4999,0.5558,9.824,183,0,0.10933129763894789,0.0,0.03668979944389457
0.4073,0.2754,10.0472,3.0549,-2.8178,-0.3963,0.4082,0.2936,10.0691,184,0,0.15370659276867144,0.0,0.04668979944389458
0.3264,-0.2503,9.8851,0.6844,0.3442,1.7084,0.3691,-0.2025,9.8646,185,0,0.15370659276867144,0.0,0.05378629498660957
-0.7963,-0.3959,9.8809,0.9015,2.9149,-5.3884,-0.8118,-0.3501,9.9208,186,0,0.163444295378318,0.0,0.04447941559724458
0.2332,-0.1723,9.9482,-0.426,0.5939,0.4173,0.2067,-0.1855,9.8699,187,0,0.15370659276867144,0.0,0.04447941559724458
-0.2131,0.3789,9.7685,2.5518,5.1268,2.0355,-0.2185,0.3511,9.7481,188,0,0.15370659276867144,0.0,0.04816362612356037
-0.7957,0.3074,9.8161,-3.0763,6.032,-2.5,-0.7565,0.3696,9.8575,189,0,0.1474832179767319,0.0,0.00678592340792271
-0.1229,-0.1889,9.5178,-5.0396,1.8697,-5.1635,-0.1161,-0.1983,9.5472,190,0,0.15370659276867144,0.0,0.006631284232664977
0.3144,0.125,9.8996,2.7536,0.8051,-6.1988,0.2833,0.1484,9.8723,191,0,0.15370659276867144,0.0,0.006411504012884757
-0.306,0.0742,9.7006,-3.1321,-0.507,-4.1499,-0.2462,0.0204,9.6799,192,0,0.15370659276867144,0.0,0.006411504012884757
-0.1896,0.2094,9.9116,-0.4127,-0.1901,2.5282,-0.2179,0.1902,9.9902,193,0,0.15370659276867144,0.0,0.006411504012884757
-0.2776,0.2404,9.6645,2.3977,1.0621,-6.6799,-0.3092,0.2296,9.6891,194,0,0.1532405209942328,0.0,0.006411504012884757
0.0469,0.0442,9.6101,-6.8615,-0.0443,-3.0334,0.0623,0.0948,9.6331,195,0,0.15370659276867144,0.0,0.005851369702750447
