ax,ay,az,gx,gy,gz,hg_ax,hg_ay,hg_az,t_ms,p1_label,p1_crash,p2_label,p2_crash
0.1466,-0.3747,9.8204,0.7028,-0.67,3.0703,0.1938,-0.3637,9.8482,27,0,0.15370659276867144,,
0.2091,-0.2005,9.7976,1.4177,-4.8023,0.3744,0.1806,-0.2261,9.8415,28,0,0.15370659276867144,,
0.19,-0.1097,9.7835,2.1617,1.0806,1.7665,0.1799,-0.2003,9.8397,29,0,0.15370659276867144,,
-0.2694,0.2348,9.9122,-2.5712,-0.0515,6.3296,-0.2613,0.2894,9.9154,30,0,0.15314501477372658,,
-0.1124,-0.2332,10.0283,-6.3254,-0.7902,6.2205,-0.146,-0.1557,10.0613,31,0,0.15314501477372658,,
0.1602,0.018,10.099,-2.5703,-0.9925,2.483,0.19,0.0058,9.992,32,0,0.15370659276867144,,
-0.3101,0.339,9.8327,-1.388,1.6743,0.5808,-0.3231,0.3352,9.8025,33,0,0.15370659276867144,,
0.1657,-0.3653,10.2399,-1.936,-6.6709,-4.6352,0.1569,-0.3793,10.2368,34,0,0.1526504524297057,,
-0.0742,-0.4536,10.0908,5.5947,-0.7008,3.4307,-0.0567,-0.5215,10.0694,35,0,0.15370659276867144,,
0.1368,0.1939,9.7263,1.1517,0.675,2.8936,0.0728,0.1578,9.7076,36,0,0.15370659276867144,,
0.3672,-0.3722,9.907,3.2793,3.8499,-1.9045,0.3662,-0.3255,9.8634,37,0,0.15370659276867144,,
-0.2096,-0.4769,9.557,0.4203,-0.3215,4.5791,-0.209,-0.4505,9.5442,38,0,0.15370659276867144,,
0.3336,-0.2634,9.5597,1.4156,1.0482,0.8631,0.3456,-0.3355,9.5177,39,0,0.15370659276867144,,
-0.6052,-0.2526,9.8211,9.394,-2.528,0.6048,-0.6643,-0.2556,9.809,40,0,0.11418610654528542,,
0.1316,0.4438,9.7304,-0.0126,-5.2647,0.6086,0.1791,0.4547,9.6855,41,0,0.15370659276867144,,
0.0896,0.4531,9.8559,-0.5642,0.8529,1.6182,0.1252,0.3827,9.8674,42,0,0.15370659276867144,,
-0.4094,-0.3574,10.0185,-0.9838,2.0715,-2.7189,-0.4255,-0.3291,10.0076,43,0,0.15370659276867144,,
0.1017,-0.3606,10.1476,-0.3762,1.4181,-6.5475,0.1496,-0.3286,10.1468,44,0,0.1532405209942328,,
-0.0752,0.0544,9.796,-2.2242,-1.5881,-0.4662,-0.0795,0.0967,9.765,45,0,0.15370659276867144,,
-0.259,0.4147,9.8582,3.8046,3.4483,0.2823,-0.2813,0.421,9.8742,46,0,0.15370659276867144,,
-0.1071,-0.3183,9.6903,-2.7681,1.8978,1.3724,-0.1147,-0.2798,9.6723,47,0,0.15370659276867144,,
0.1036,-0.0055,9.6722,-1.3447,1.8112,-1.4668,0.1104,0.0056,9.746,48,0,0.15370659276867144,,
-0.6106,0.476,9.6064,-2.0123,-5.8626,1.5426,-0.6557,0.4686,9.6577,49,0,0.1533665032347707,,
-0.0465,0.1756,9.998,-1.1358,4.4158,5.7721,-0.0387,0.1058,9.9439,50,0,0.15370659276867144,0.0,0.003973515783201605
0.0759,-0.3352,9.7836,-1.6047,-4.5119,-0.6949,0.0709,-0.3605,9.7553,51,0,0.15370659276867144,0.0,0.014047480280243028
-0.0864,0.0551,9.632,2.2086,1.4148,-0.1895,-0.0543,0.0125,9.6683,52,0,0.15370659276867144,0.0,0.005614576058977797
0.5146,0.4549,9.7892,-0.8024,-5.8184,4.1963,0.4988,0.4847,9.8634,53,0,0.15370659276867144,0.0,0.005007639642792826
0.2182,-0.174,9.8127,1.4108,-1.2067,6.4168,0.2152,-0.1424,9.8057,54,0,0.15314501477372658,0.0,0.004787859423012606
0.5531,-0.82,9.8724,-4.0122,3.4412,1.2158,0.5458,-0.8273,9.8747,55,0,0.14477720617858172,0.0,0.0067631188005066204
-0.508,-0.3797,9.8247,-2.7135,0.8187,-1.0551,-0.4661,-0.339,9.8713,56,0,0.15370659276867144,0.0,0.012831754417242623
0.6334,0.247,9.5915,-0.5731,-6.8064,-0.8695,0.6902,0.2433,9.7015,57,0,0.15241963623052748,0.0,0.012831754417242623
-0.2891,0.1852,9.8958,-1.3826,1.4634,1.8941,-0.3549,0.0663,9.8981,58,0,0.15370659276867144,0.0,0.031363636363636364
0.0874,0.4043,9.9278,-7.0368,-4.96,2.1848,0.049,0.4115,9.9786,59,0,0.15370659276867144,0.0,0.00207566168009206
-0.2279,-0.1543,9.8732,-2.0502,0.0003,-0.2364,-0.2874,-0.1804,9.8971,60,0,0.15370659276867144,0.0,0.0007508602679120069
0.4936,-0.1868,9.8363,1.7247,-2.0162,1.4823,0.531,-0.1935,9.803,61,0,0.15370659276867144,0.0,0.020824824764953426
-0.1247,-0.6803,9.8012,0.0087,2.5399,1.3715,-0.1202,-0.6998,9.7687,62,0,0.15246567911424472,0.0,0.020824824764953426
0.5669,-0.0764,9.8415,-0.7463,6.8715,1.7388,0.5711,-0.0386,9.796,63,0,0.15409327606620593,0.0,0.030824824764953424
0.2073,-0.3355,9.7389,1.734,-0.4695,3.4325,0.1861,-0.354,9.8086,64,0,0.15370659276867144,0.0,0.04214962617713349
-0.3013,-0.112,10.1583,-0.241,1.4717,-0.6434,-0.2897,-0.1409,10.141,65,0,0.15370659276867144,0.0,0.020824824764953426
-0.2765,0.1609,9.9595,2.3714,3.6564,-2.1383,-0.2831,0.1624,9.9361,66,0,0.15370659276867144,0.0,0.023060510164940543
0.2162,0.3232,9.7142,-3.4091,1.616,4.0663,0.25,0.3064,9.7941,67,0,0.15370659276867144,0.0,0.003060510164940544
0.6211,-0.4123,9.9726,-3.1062,-1.5027,4.2386,0.6173,-0.4387,10.0317,68,0,0.15522247095773994,0.0,0.003060510164940544
-0.3052,-0.2214,9.9039,3.4823,1.2733,-3.1303,-0.2883,-0.193,9.8455,69,0,0.15370659276867144,0.0,0.00207566168009206
0.2242,-0.016,9.9376,-3.419,0.6593,-2.6935,0.3078,-0.0223,10.0037,70,0,0.15370659276867144,0.0,0.00207566168009206
0.1978,-0.0459,9.9868,-0.9944,-0.2952,1.2008,0.2176,-0.1175,9.9621,71,0,0.15370659276867144,0.0,0.01280372864809399
-0.0288,0.3816,9.7805,0.8379,1.039,2.3658,-0.0792,0.3745,9.7512,72,0,0.15370659276867144,0.0,0.021363636363636362
0.227,-0.33,9.8446,-0.9855,3.913,1.997,0.134,-0.2999,9.7947,73,0,0.15370659276867144,0.0,0.021363636363636362
0.153,-0.139,10.027,-2.7618,2.534,-0.729,0.0695,-0.1667,10.0429,74,0,0.15370659276867144,0.0,0.05136363636363637
-0.9483,-0.0527,9.8665,2.2334,-1.4723,-0.3456,-0.9277,0.0318,9.8315,75,0,0.13417938002977997,0.0,0.08136363636363636
0.1775,0.6106,10.1756,-0.55,-2.9778,-0.5203,0.1175,0.5864,10.1981,76,0,0.15210118216678833,0.0,0.022852550087885046
0.1461,-0.0963,9.5933,-2.1133,-2.0063,1.0703,0.1087,-0.1285,9.5086,77,0,0.15370659276867144,0.0,0.03285255008788504
-0.2711,-0.1645,9.5823,1.8621,-0.7136,-0.335,-0.3375,-0.2435,9.5189,78,0,0.15370659276867144,0.0,0.03285255008788504
0.162,0.2483,9.7004,6.2188,3.1659,-2.1412,0.2085,0.2807,9.7454,79,0,0.15370659276867144,0.0,0.03225553516251191
0.5069,-0.0023,9.4932,-2.3387,2.6632,2.5522,0.4794,0.0243,9.5482,80,0,0.15370659276867144,0.0,0.012314339980361341
-0.1659,0.2142,9.8218,-1.6821,-0.088,-6.948,-0.1704,0.1406,9.8187,81,0,0.1532405209942328,0.0,0.010392523642808153
0.0305,0.4615,9.7814,0.551,2.584,-3.1868,0.0977,0.437,9.7729,82,0,0.15370659276867144,0.0,0.024326632169939938
-0.0378,0.5932,9.7529,-2.1535,1.0358,1.8418,-0.0966,0.6271,9.7234,83,0,0.15318370441863025,0.0,0.024326632169939938
-0.5395,-0.038,9.657,4.6119,6.4517,3.1189,-0.5857,-0.0005,9.681,84,0,0.15370659276867144,0.0,0.04558298775465373
0.2955,0.115,9.638,0.0104,-0.4301,-2.6371,0.3269,-0.0147,9.5591,85,0,0.15370659276867144,0.0,0.04558298775465373
-0.0355,0.0621,9.7282,-1.528,-0.8966,3.7038,-0.0469,0.1257,9.7526,86,0,0.15370659276867144,0.0,0.04558298775465373
-0.03,0.3907,9.8045,6.2732,-1.7665,0.4369,0.0377,0.4469,9.7767,87,0,0.15370659276867144,0.0,0.03164887922752195
0.0418,-0.4287,9.5647,0.1416,1.9525,-1.8559,0.1694,-0.3549,9.4951,88,0,0.15370659276867144,0.0,0.03164887922752195
0.4568,0.3639,9.6406,-3.1228,0.7502,-5.9469,0.4416,0.3283,9.6504,89,0,0.15370659276867144,0.0,0.03105186430214882
-0.0415,0.4463,10.2061,-5.2565,0.4825,-1.0975,0.0125,0.4495,10.2955,90,0,0.14727083411008693,0.0,0.021051864302148816
0.2152,-0.3324,9.757,1.905,-4.6367,5.9747,0.1888,-0.3567,9.7851,91,0,0.15370659276867144,0.0,0.031733992542257956
0.061,-0.3829,9.7623,0.8775,1.6147,6.7662,0.0686,-0.3836,9.7994,92,0,0.15314501477372658,0.0,0.031733992542257956
0.2455,-0.2668,9.7449,-2.0521,0.2687,-1.1634,0.3119,-0.3163,9.7463,93,0,0.15370659276867144,0.0,0.031733992542257956
-0.3763,0.0183,9.8142,6.0057,-0.1373,3.4837,-0.2578,-0.0043,9.8287,94,0,0.15370659276867144,0.0,0.04105186430214882
-0.0386,-0.0743,9.8096,2.4762,-3.4728,0.5804,-0.0837,-0.0577,9.7531,95,0,0.15370659276867144,0.0,0.031733992542257956
-0.064,0.0634,9.9087,2.8443,-5.7935,-1.3794,-0.1154,0.0219,9.9103,96,0,0.15370659276867144,0.0,0.02107465188291729
0.3604,0.2895,9.8223,1.7238,-0.024,-4.27,0.3917,0.3092,9.8228,97,0,0.15370659276867144,0.0,0.03114861637995871
0.2431,-0.1779,9.7017,1.2385,-1.1393,-4.0773,0.2421,-0.1368,9.6447,98,0,0.15370659276867144,0.0,0.03114861637995871
0.0291,-0.0028,9.518,1.5213,0.6684,3.667,0.0398,-0.0262,9.4848,99,0,0.15370659276867144,0.0,0.0361097814285024
0.9512,-0.489,9.5006,1.2496,-0.9784,1.7912,0.9218,-0.4691,9.5604,100,0,0.18694680889336138,0.0,0.041148616379958716
0.5473,0.0201,10.0054,-2.3415,-3.5897,-0.3478,0.5846,0.075,10.1317,101,0,0.15361879978792273,0.0,0.03680795703929937
0.1771,0.7163,9.6598,-0.4352,-1.3554,-1.1156,0.2143,0.7398,9.5918,102,0,0.1533717102831381,0.0,0.050703230614974844
0.2673,0.3323,10.0051,2.1918,-3.4696,4.611,0.1899,0.3392,9.9494,103,0,0.15370659276867144,0.0,0.04070323061497485
0.1041,-0.5961,10.0537,-0.7348,1.0362,3.1787,0.1674,-0.6412,10.0593,104,0,0.1490209686214941,0.0,0.04070323061497485
0.5689,0.0584,9.9689,-1.6381,1.1274,2.6477,0.6106,0.0388,9.9762,105,0,0.15488821094857297,0.0,0.035703230614974844
-0.3024,0.2526,9.9501,4.2065,1.7096,3.2476,-0.2575,0.1966,9.875,106,0,0.15370659276867144,0.0,0.03176912208784306
0.597,-0.3303,10.0038,1.0613,6.3312,-1.7993,0.5623,-0.3935,9.959,107,0,0.15208732668341593,0.0,0.03176912208784306
-0.4315,0.0712,10.2325,2.7815,-1.579,3.5079,-0.4502,0.1057,10.2586,108,0,0.1526504524297057,0.0,0.021769122087843065
0.0819,-0.1504,10.0179,-1.9038,3.988,-0.7126,0.0542,-0.088,9.9549,109,0,0.15370659276867144,0.0,0.021769122087843065
0.4468,-0.3333,9.7596,-0.0767,-4.5896,-1.578,0.4169,-0.3551,9.8049,110,0,0.15370659276867144,0.0,0.021769122087843065
-0.5398,-0.1521,9.7818,0.4761,-2.3117,-3.2976,-0.5389,-0.1645,9.7715,111,0,0.15370659276867144,0.0,0.03176912208784306
0.449,0.595,9.9902,-0.1691,0.4717,-1.6483,0.4841,0.636,10.007,112,0,0.15309497375261916,0.0,0.03176912208784306
0.4527,0.0179,9.6759,3.3605,-3.4758,6.7403,0.5072,-0.0111,9.6426,113,0,0.15314501477372658,0.0,0.03176912208784306
0.4919,0.3525,9.8629,2.9805,0.0734,-3.1163,0.5384,0.3171,9.798,114,0,0.15370659276867144,0.0,0.025742065566431153
0.001,0.7511,9.8434,5.0988,-0.3683,5.3361,0.0467,0.7722,9.8781,115,0,0.14925975166842384,0.0,0.035742065566431155
0.0358,0.3342,9.3953,-1.8934,-3.6294,2.0269,-0.0604,0.365,9.4123,116,0,0.15054767473269412,0.0,0.04074206556643116
-0.2637,-0.4085,9.9111,-0.6258,1.6647,0.1382,-0.284,-0.3276,9.9644,117,0,0.15370659276867144,0.0,0.030742065566431154
-0.195,-0.204,9.9918,-1.1551,0.9176,2.3068,-0.2042,-0.1297,10.0254,118,0,0.15370659276867144,0.0,0.040703230614974856
-0.1995,0.4801,9.8085,-3.3537,0.0874,-1.7749,-0.219,0.5422,9.8032,119,0,0.15370659276867144,0.0,0.040703230614974856
-0.1634,0.0829,9.3649,-2.284,-2.5952,1.9933,-0.1125,0.027,9.3327,120,0,0.1485241784480015,0.0,0.030082724907090498
-0.4268,-0.0887,9.8053,-1.1069,-0.4176,-3.2091,-0.4038,-0.2097,9.8905,121,0,0.15370659276867144,0.0,0.020082724907090496
0.1387,0.2247,9.6107,-1.673,2.6807,-3.4297,0.1218,0.1785,9.6761,122,0,0.15370659276867144,0.0,0.020082724907090496
0.435,-0.2815,9.7874,0.6435,-1.1473,-0.1871,0.5065,-0.3153,9.8466,123,0,0.15370659276867144,0.0,0.020082724907090496
0.446,-0.0738,10.0001,2.329,-3.2063,-2.4852,0.4952,-0.0402,10.0399,124,0,0.15370659276867144,0.0,0.020082724907090496
0.3063,0.4161,9.7991,1.5413,0.4408,-4.5275,0.3337,0.3515,9.7754,125,0,0.15370659276867144,0.0,0.020082724907090496
-0.2866,0.2208,9.5714,-1.855,-1.5782,0.2925,-0.2234,0.2297,9.6436,126,0,0.15370659276867144,0.0,0.020082724907090496
0.0994,-0.2143,9.6953,-0.8015,-0.7299,5.2501,0.0834,-0.2559,9.713,127,0,0.15370659276867144,0.0,0.020082724907090496
-0.0858,0.2105,10.1888,4.9416,3.3688,-1.1005,-0.0191,0.2401,10.2706,128,0,0.15135784453201792,0.0,0.020082724907090496
0.4105,-0.3544,9.6721,-1.5613,1.6779,1.5503,0.4025,-0.3972,9.6711,129,0,0.15370659276867144,0.0,0.020082724907090496
-0.146,0.3383,9.9694,0.9583,-1.2728,-3.4929,-0.1584,0.3275,9.8901,130,0,0.15370659276867144,0.0,0.015082724907090499
0.1019,-0.1547,9.8356,0.689,1.2428,1.4081,0.0907,-0.2115,9.9037,131,0,0.15370659276867144,0.0,0.020082724907090496
-0.0327,-0.1991,9.9574,0.0536,0.5098,5.2488,0.0042,-0.1942,9.8887,132,0,0.15370659276867144,0.0,0.016148616379958715
-0.3048,0.2419,9.9397,1.9213,-1.5202,-6.0921,-0.3347,0.2078,9.9702,133,0,0.15370659276867144,0.0,0.011148616379958716
0.0295,0.4182,9.8367,5.0842,5.2062,-1.9875,0.1016,0.389,9.8113,134,0,0.15370659276867144,0.0,0.011148616379958716
-0.0228,0.1876,9.8386,-1.4992,-3.385,2.3459,-0.0489,0.1336,9.8023,135,0,0.15370659276867144,0.0,0.021148616379958716
0.1567,0.0244,9.5409,2.906,-4.0855,0.714,0.1944,-0.0274,9.5721,136,0,0.15370659276867144,0.0,0.011027485828141757
-0.1433,-0.626,9.8806,-0.7612,-2.06,-8.3238,-0.0981,-0.6143,9.8989,137,0,0.1478325037631506,0.0,0.021027485828141755
0.03,-0.1718,10.459,3.682,0.8574,-2.0203,0.0689,-0.1778,10.4317,138,0,0.089809428456415,0.0,0.01193836981594882
-0.1109,-0.9443,9.6764,5.1451,6.2435,0.1867,-0.1554,-0.9779,9.733,139,0,0.08238153015424914,0.0,0.01248242587806993
0.3579,-0.3066,9.9302,4.735,-1.2086,-3.1003,0.3867,-0.3416,9.9091,140,0,0.15370659276867144,0.0,0.012218230526495937
-0.2062,0.2174,10.0596,-3.7339,1.2099,1.6146,-0.2078,0.2455,10.1019,141,0,0.15370659276867144,0.0,0.012179395575039626
-0.1852,0.6544,9.881,0.1158,1.0447,5.2051,-0.1211,0.6845,9.8284,142,0,0.15309497375261916,0.0,0.01248242587806993
0.0912,0.1469,9.733,5.5703,3.3784,-3.1152,0.0886,0.0526,9.7903,143,0,0.15370659276867144,0.0,0.01248242587806993
0.2527,-0.1959,9.5485,-1.2821,-0.0826,1.8587,0.295,-0.1973,9.5475,144,0,0.15370659276867144,0.0,0.01248242587806993
0.0225,-0.4649,10.0063,-3.9032,3.1327,0.5331,-0.003,-0.5241,10.037,145,0,0.15370659276867144,0.0,0.026416534405201718
-0.3625,-0.0006,9.3749,-0.558,-0.0288,0.5513,-0.3001,-0.0525,9.4106,146,0,0.15008416349417586,0.0,0.02575219874086605
0.0831,0.0595,10.0166,0.0534,-3.0566,-8.1333,0.0729,0.0369,9.9864,147,0,0.15112873798756274,0.0,0.011818090213734265
0.1728,-0.173,10.1517,6.0278,-6.8793,2.3316,0.1336,-0.1232,10.1121,148,0,0.15371468931029958,0.0,0.021818090213734265
-0.3914,-0.1926,9.9638,1.6947,-4.0207,2.968,-0.3392,-0.228,9.9626,149,0,0.15370659276867144,0.0,0.016416534405201712
-0.0473,-0.3521,9.6121,0.6746,3.6126,2.1128,-0.0864,-0.3699,9.651,150,0,0.15370659276867144,0.0,0.003386542850962779
-0.0368,0.5779,9.6128,-1.0869,3.3064,1.3119,0.0328,0.5761,9.6591,151,0,0.15355074445237718,0.0,0.004874350790670335
0.3689,0.585,9.9163,-3.5054,-1.4466,2.0044,0.3833,0.6306,9.99,152,0,0.15318370441863025,0.0,0.003032854159610937
0.1803,-0.4457,9.9134,-4.3771,4.8543,-1.211,0.1389,-0.5287,9.9465,153,0,0.15370659276867144,0.0,0.003032854159610937
0.1532,0.3203,10.3361,1.6454,1.3502,-3.5286,0.0877,0.3507,10.3316,154,0,0.13721068732158856,0.0,0.006199933752274357
0.3675,0.1794,9.8077,-3.5974,1.3832,-4.4353,0.451,0.2116,9.7463,155,0,0.15370659276867144,0.0,0.006380879020598267
0.1842,-0.0222,9.842,0.0342,1.5692,0.1856,0.108,0.0187,9.7896,156,0,0.15370659276867144,0.0,0.026734567711950107
0.1994,0.1814,9.9644,-1.5161,-1.2934,-1.8515,0.1493,0.1726,10.017,157,0,0.15370659276867144,0.0,0.032734567711950116
-0.0415,0.0387,9.8696,-0.0914,-4.4451,2.8034,0.0171,-0.0053,9.8886,158,0,0.15370659276867144,0.0,0.03518164797946381
-0.1212,0.3055,9.6539,0.5129,-0.3304,1.0853,-0.1456,0.3355,9.692,159,0,0.15370659276867144,0.0,0.062197333644939824
0.228,-0.205,9.8061,1.4983,-1.0474,-0.4274,0.195,-0.2531,9.8024,160,0,0.15370659276867144,0.0,0.07237086476859445
0.1054,0.2175,9.728,-3.1164,1.1168,-1.8415,0.0966,0.1998,9.6625,161,0,0.15370659276867144,0.0,0.026959100062712082
-0.0598,0.2256,9.5914,4.8849,-4.0793,-2.1991,0.0216,0.2528,9.5964,162,0,0.15370659276867144,0.0,0.019356957264549973
0.0121,0.2961,10.088,-2.1375,-2.0252,-0.5085,-0.0626,0.2535,10.0797,163,0,0.15370659276867144,0.0,0.014737203535019368
-0.0842,-0.291,9.7881,-1.6415,1.8963,-8.1938,0.0296,-0.276,9.801,164,0,0.15129144459913302,0.0,0.037093049978454536
0.0023,-0.31,9.6588,-0.4824,3.2787,-2.3357,-0.0202,-0.3565,9.7234,165,0,0.15370659276867144,0.0,0.027681285272572177
0.2529,-0.2589,9.9109,3.0787,-5.1888,2.5532,0.2983,-0.3282,9.9019,166,0,0.15370659276867144,0.0,0.03887523829987125
-0.2225,-0.5081,9.7446,4.6507,0.9027,4.0002,-0.2041,-0.586,9.695,167,0,0.15360476376730087,0.0,0.045125238299871244
0.3135,0.8351,9.7879,6.3109,4.1328,3.6046,0.3035,0.7882,9.8305,168,0,0.14360889358353313,0.0,0.03530477341282754
0.4006,-0.0052,9.787,-0.4966,-0.9855,1.0792,0.4183,-0.0038,9.767,169,0,0.15370659276867144,0.0,0.05930477341282755
0.1336,-0.5856,9.7473,-1.1747,-0.5756,-3.2057,0.1837,-0.5871,9.7777,170,0,0.15366621418353923,0.0,0.039304773412827544
-0.0777,0.239,9.884,-0.0748,0.9867,-0.387,-0.1252,0.1975,9.9175,171,0,0.15370659276867144,0.0,0.10049005388404701
0.0979,-0.0127,9.8689,2.594,0.2251,0.0584,0.0625,0.0079,9.9081,172,0,0.15370659276867144,0.0,0.07950520539919854
0.3783,-0.1467,9.6255,2.0503,-1.0243,1.0797,0.3069,-0.1021,9.6133,173,0,0.15370659276867144,0.0,0.07950520539919854
0.359,0.5436,9.7929,-1.7162,-1.0589,1.3702,0.3442,0.4867,9.7562,174,0,0.15355074445237718,0.0,0.09847888960972487
0.0068,-0.4145,9.8612,-0.4068,5.9042,0.2837,-0.002,-0.4647,9.846,175,0,0.15370659276867144,0.0,0.11864648737508798
-0.3399,0.6034,9.814,2.8429,-0.0828,-0.618,-0.312,0.6124,9.8334,176,0,0.15318370441863025,0.0,0.12347888960972485
0.1862,0.0243,9.7555,-0.4583,1.071,2.5762,0.147,-0.0078,9.879,177,0,0.15370659276867144,0.0,0.13347888960972484
-0.0171,0.0558,9.7213,2.2842,3.119,4.9209,-0.0213,0.0865,9.7794,178,0,0.15370659276867144,0.0,0.10963133585993645
0.2301,0.1542,10.0066,-5.775,-1.1078,1.5391,0.2078,0.1996,9.9596,179,0,0.15370659276867144,0.0,0.07864648737508799
0.0199,-0.6822,9.7796,2.2255,-0.2846,-5.2049,-0.0591,-0.6778,9.8326,180,0,0.15274517658034115,0.0,0.10847888960972486
0.1499,-0.0832,9.6904,-0.0284,4.352,1.4627,0.1455,-0.0883,9.7109,181,0,0.15370659276867144,0.0,0.128646487375088
-0.3629,-0.4143,9.9801,-0.1593,-0.5612,-1.6536,-0.4123,-0.3469,9.8636,182,0,0.15370659276867144,0.0,0.13847888960972485
0.1677,-0.5254,9.6,0.3216,-5.2721,1.537,0.132,-0.5692,9.5559,183,0,0.15360476376730087,0.0,0.17847888960972483
0.3143,-0.2983,9.7404,-0.5474,-4.4405,4.4056,0.3253,-0.2952,9.8245,184,0,0.15370659276867144,0.0,0.15855285410676628
0.2561,-0.4304,9.6797,-7.7424,-5.8919,0.9243,0.2448,-0.5432,9.6518,185,0,0.15012563361211856,0.0,0.14950520539919854
0.2441,0.3808,9.8325,-0.4419,4.1747,5.3153,0.2077,0.4106,9.8746,186,0,0.15370659276867144,0.0,0.14942325583828148
-0.4168,0.1664,9.5462,-5.4819,-1.4945,-2.8034,-0.422,0.1448,9.5689,187,0,0.15370659276867144,0.0,0.11993020123461416
-0.1355,0.0983,9.8093,2.853,3.9398,0.4627,-0.2175,-0.0373,9.6909,188,0,0.15370659276867144,0.0,0.07393020123461418
0.0513,0.2843,9.9541,-1.5371,-1.0741,-2.9347,0.0217,0.342,9.9216,189,0,0.15370659276867144,0.0,0.03987801878019708
-0.1766,-0.1051,10.0068,4.1729,-5.2241,0.1976,-0.0965,-0.0693,10.0614,190,0,0.15370659276867144,0.0,0.06987801878019707
0.4368,-0.3161,9.8758,-0.831,2.345,-0.3856,0.4523,-0.2846,9.9248,191,0,0.15370659276867144,0.0,0.02387801878019708
-0.4275,0.1778,9.9828,-0.1313,-4.0369,-2.5434,-0.4285,0.176,9.939,192,0,0.15370659276867144,0.0,0.03301804435564465
-0.093,0.0487,10.0524,-2.9143,6.4578,1.1334,-0.0643,-0.0586,10.0394,193,0,0.15370659276867144,0.0,0.013509563705859656
-0.2554,0.2134,9.8762,0.2507,-2.1051,2.3665,-0.2747,0.3207,9.9004,194,0,0.15370659276867144,0.0,0.013509563705859656
-0.2848,0.0037,9.8635,4.4237,-4.1955,-3.45,-0.3782,0.0055,9.8787,195,0,0.15370659276867144,0.0,0.043826059869542515
-0.1333,-0.1013,9.636,-5.3354,-0.9045,-4.5932,-0.1217,-0.0809,9.6673,196,0,0.15370659276867144,0.0,0.09094719064938639
