ax,ay,az,gx,gy,gz,hg_ax,hg_ay,hg_az,t_ms,p1_label,p1_crash,p2_label,p2_crash
-0.2891,0.3164,9.4129,-1.5372,-1.8854,-0.2122,-0.2777,0.3448,9.3379,29,0,0.0,,
0.3771,0.0951,9.3489,-4.7107,-5.4201,-3.6303,0.3195,0.0884,9.2937,30,0,0.0,,
-0.1406,-0.48,10.0223,3.658,-0.4949,2.3188,-0.2202,-0.4857,10.0561,31,0,0.0,,
0.0028,0.3773,9.5016,1.0162,2.4274,4.9857,0.0106,0.3635,9.5041,32,0,0.0,,
0.3034,0.3439,9.8268,-3.0346,2.6389,4.7612,0.2509,0.3423,9.8491,33,0,0.0,,
0.0028,-0.0512,10.1284,0.0523,-1.3225,3.2533,0.0286,-0.0751,10.1677,34,0,0.0,,
-0.4237,-0.1748,9.585,-2.5719,1.5625,1.0783,-0.3758,-0.2143,9.52,35,0,0.0,,
-0.3678,-0.0379,9.8253,0.3578,-3.6021,-6.1447,-0.2895,-0.0231,9.7855,36,0,0.0,,
0.1973,0.2271,9.9504,0.4747,-0.7469,-1.7885,0.2563,0.2334,9.9635,37,0,0.0,,
0.2008,0.5298,9.4609,0.9468,4.8018,-2.7865,0.1245,0.501,9.4193,38,0,0.0,,
-0.4221,-0.35,9.9354,-1.0308,-0.6859,-0.1347,-0.4856,-0.25,9.948,39,0,0.0,,
0.5499,-0.1433,9.7067,1.2768,3.8076,2.6921,0.5834,-0.1313,9.7674,40,0,0.0,,
-0.2585,0.1954,9.8084,-0.2333,-1.1432,2.6751,-0.2246,0.239,9.8285,41,0,0.0,,
0.3398,0.2436,10.0241,-0.9577,0.7175,-2.2642,0.3615,0.3458,10.1212,42,0,0.0,,
-0.4245,-0.137,9.9073,3.5767,0.5163,3.3237,-0.4761,-0.1676,9.9708,43,0,0.0,,
-0.0473,0.3361,9.8213,-4.094,-0.6451,-2.2246,-0.0322,0.3986,9.806,44,0,0.0,,
-0.5567,-0.0376,9.7538,0.8127,-0.966,1.4892,-0.5551,0.1091,9.8057,45,0,0.0,,
0.5726,-0.2395,9.8359,-0.2188,-0.1434,-0.1461,0.4129,-0.19,9.8504,46,0,0.0,,
-0.1398,-0.1635,9.9478,1.3378,0.5002,-1.2116,-0.1506,-0.1464,9.9855,47,0,0.0,,
0.2718,0.4677,9.6441,0.4151,0.385,-1.099,0.3127,0.419,9.5826,48,0,0.0,,
0.1461,0.0489,10.0926,4.5894,2.5084,0.5117,0.1632,0.0585,10.0379,49,0,0.0,,
-0.2608,0.3657,9.7222,-1.4807,1.8709,0.2841,-0.2968,0.3421,9.6541,50,0,0.0,,
0.0397,0.4333,9.7453,1.587,0.7899,0.2365,0.0832,0.3683,9.7385,51,0,0.0,,
-0.0189,0.1481,9.4694,0.9383,-3.3369,-1.0031,-0.0998,0.1576,9.41,52,0,0.0,,
-0.1639,0.2627,9.6546,-0.2657,-1.7078,1.3836,-0.2224,0.2061,9.7262,53,0,0.0,,
-0.0782,-0.6305,9.7885,0.1937,-1.0834,-1.1824,-0.172,-0.5744,9.7838,54,0,0.0,,
0.3486,-0.46,9.7601,0.7753,5.0928,-4.7006,0.3633,-0.4108,9.8055,55,0,0.0,,
-0.0942,0.2487,9.557,3.4904,-1.2723,-4.6912,-0.0303,0.3465,9.5563,56,0,0.0,,
-0.2896,0.1667,9.8714,2.1374,2.3342,-0.2374,-0.2389,0.2033,9.9577,57,0,0.0,,
0.0021,-0.0979,10.0688,-0.8862,-1.0385,1.935,-0.0206,-0.1015,10.0314,58,0,0.0,,
-0.1015,-0.261,9.8881,-2.9828,-0.4474,-1.6031,0.0325,-0.2656,9.9044,59,0,0.0,,
0.7756,-0.0808,9.7808,-0.9897,-0.4702,2.2756,0.7721,-0.1124,9.7413,60,0,0.0,,
0.2172,0.2071,9.8132,5.9516,1.6448,-3.7045,0.263,0.1424,9.8356,61,0,0.0,,
0.2472,0.4797,9.7686,3.3164,1.9924,-1.9835,0.2629,0.504,9.7607,62,0,0.0,,
-0.0376,0.4593,9.6851,-1.1837,-3.6937,3.5705,-0.0499,0.4505,9.5998,63,0,0.0,,
0.1705,0.0538,9.5454,2.4399,1.0727,-2.4143,0.2508,0.016,9.5097,64,0,0.0,,
0.0504,0.7785,9.7135,-3.4064,-0.9759,3.9028,0.064,0.8108,9.7475,65,0,0.0,,
-0.1749,0.2755,9.9071,10.4805,-0.1461,-0.5945,-0.2188,0.2312,9.9983,66,0,0.0,,
-0.2204,-0.5358,9.872,-1.8442,1.577,3.4186,-0.2684,-0.5085,9.8909,67,0,0.0,,
0.097,0.2709,9.6794,3.0579,0.4126,1.289,0.162,0.1756,9.8039,68,0,0.0,,
-0.3905,0.0104,9.7814,1.3544,0.0409,-2.0549,-0.4644,-0.0082,9.7213,69,0,0.0,,
-0.2624,0.4417,9.8322,0.7317,-0.335,-7.3783,-0.1779,0.4534,9.7643,70,0,0.0,,
-0.115,0.2504,10.0566,0.2295,-1.546,-5.6949,-0.1028,0.2483,10.1205,71,0,0.0,,
0.3075,-0.1276,9.5919,6.6435,0.397,0.6667,0.2223,-0.1671,9.5977,72,0,0.0,,
-0.2694,0.2829,9.5425,2.8956,0.1434,-0.7194,-0.1807,0.2059,9.4798,73,0,0.0,,
-0.6064,0.422,10.1029,-0.2716,2.9706,-0.9862,-0.6885,0.5223,10.1917,74,0,0.0,,
-0.3444,0.0523,9.8752,1.0192,1.9871,-0.1861,-0.3709,0.0411,9.8951,75,0,0.0,,
0.4328,-0.334,9.6176,-0.0929,1.0073,-4.496,0.4372,-0.3967,9.5989,76,0,0.0,,
0.5339,0.3307,9.7519,-2.2101,1.8767,-0.2259,0.5179,0.3369,9.6511,77,0,0.0,,
-0.3395,0.3102,10.1366,-2.2671,-0.4585,0.5195,-0.3974,0.3559,10.167,78,0,0.0,,
0.1673,0.1456,9.751,-4.5889,0.2088,-0.566,0.141,0.1038,9.7628,79,0,0.0,,
-0.466,-0.2952,9.5116,1.9501,2.049,-1.4766,-0.4661,-0.3065,9.4806,80,0,0.0,,
0.2907,-0.1107,9.803,-3.6264,1.3681,0.1663,0.2608,-0.0835,9.8992,81,0,0.0,,
0.1692,0.5217,9.6592,-0.7955,0.5843,-0.4406,0.2589,0.4665,9.6356,82,0,0.0,,
-0.5438,0.6318,10.0493,-5.1058,-1.1701,0.207,-0.5436,0.7019,10.0335,83,0,0.0,,
0.0404,0.2261,10.0758,1.8873,-6.5164,3.3264,0.0909,0.226,10.0738,84,0,0.0,,
-0.1323,0.6312,9.6404,2.7188,-1.1173,1.245,-0.0772,0.658,9.5024,85,0,0.0,,
-0.0367,-0.1151,9.854,-4.0067,4.9832,-1.1695,-0.051,-0.1285,9.8245,86,0,0.0,,
0.4362,-0.4267,9.5502,-2.6039,-1.6311,2.3784,0.4444,-0.4833,9.5612,87,0,0.0,,
-0.0596,0.6794,9.8151,4.2828,-1.1549,0.7342,-0.1024,0.6403,9.8136,88,0,0.0,,
-0.3114,-0.0365,9.6506,3.8011,-1.4668,-1.8067,-0.245,-0.0601,9.6901,89,0,0.0,,
0.0635,0.0999,10.0786,0.4799,-0.202,-1.1446,0.0212,0.0725,10.0843,90,0,0.0,,
-0.5428,-0.0953,9.7838,5.2353,-0.1274,-3.2028,-0.5611,-0.1146,9.6946,91,0,0.0,,
-0.0957,0.0771,9.9697,1.3952,-2.5015,1.0872,-0.0857,0.0863,9.9479,92,0,0.0,,
-0.4386,0.3144,9.5494,5.9306,-0.818,3.2045,-0.4349,0.3961,9.5933,93,0,0.0,,
-0.3755,0.4299,9.9568,-4.3679,-5.9633,2.8812,-0.3011,0.4961,9.9541,94,0,0.0,,
-0.4165,0.0643,9.7987,-1.484,-0.43,0.2458,-0.4336,0.0864,9.8285,95,0,0.0,,
-0.0413,0.1598,9.6651,2.3637,-0.4768,-2.5638,-0.0015,0.2054,9.6402,96,0,0.0,,
-0.3183,0.4248,9.9186,1.9503,3.5087,-2.6843,-0.3444,0.4081,9.9514,97,0,0.0,,
0.5371,0.488,9.8095,0.3883,-1.9325,-1.3176,0.588,0.4797,9.866,98,0,0.0,,
0.7225,-0.1046,10.1263,5.2066,-7.1666,2.5549,0.6299,-0.1202,10.1649,99,0,0.0,,
-0.0877,0.419,10.0922,0.9625,2.2654,-3.0825,-0.0743,0.3617,10.0389,100,0,0.0,,
0.3234,0.0463,9.7568,1.4147,5.1146,2.1617,0.2948,0.027,9.7628,101,0,0.0,,
0.0971,-0.1226,9.9627,-0.0968,-1.4492,1.1087,0.0885,-0.1056,9.9823,102,0,0.0,,
0.7258,0.1117,9.6499,-1.3338,2.2772,-2.6025,0.7709,0.0757,9.7115,103,0,0.0,,
0.5855,0.5186,9.4554,-6.2504,3.9503,4.134,0.5749,0.4538,9.4909,104,0,0.0,,
-0.3473,-0.4332,9.7057,-3.563,0.4787,1.096,-0.298,-0.5052,9.7129,105,0,0.0,,
0.0343,-0.1408,10.0414,-4.4596,0.4526,4.7021,0.0445,-0.178,10.1257,106,0,0.0,,
-0.1295,0.2035,9.4907,0.3301,1.9878,-0.3074,-0.0,0.2383,9.4499,107,0,0.0,,
0.4107,-0.6343,9.9383,-0.5313,4.8984,2.3039,0.4248,-0.6325,9.9085,108,0,0.0,,
-0.3131,-0.2002,9.8611,3.4466,-3.6652,-1.2062,-0.331,-0.2002,9.9061,109,0,0.0,,
-0.3537,-0.1046,9.8176,3.8926,4.3387,-1.8979,-0.3481,-0.1605,9.8434,110,0,0.0,,
0.4154,0.1049,9.6363,-0.3333,-3.9388,4.5189,0.5117,0.0554,9.6544,111,0,0.0,,
-0.07,-0.3083,9.8445,-3.0908,-2.939,0.3918,-0.1835,-0.2474,9.8454,112,0,0.0,,
-0.2039,-0.0305,9.4399,-2.2984,2.3465,-1.4213,-0.1637,0.0438,9.4677,113,0,0.0,,
-0.2119,0.5869,9.3107,1.8872,-1.3161,-2.3869,-0.2251,0.6397,9.2786,114,0,0.0,,
0.3007,0.2451,9.9567,-1.1875,-0.5322,-1.9401,0.2215,0.1807,9.9118,115,0,0.0,,
0.043,0.0234,9.5563,0.1666,-0.1926,-0.4392,0.0973,-0.0688,9.5205,116,0,0.0,,
0.8267,0.0716,9.6177,0.3041,-2.6981,-2.787,0.8641,0.0692,9.5945,117,0,0.0,,
-0.0511,0.0442,9.7106,-1.5837,-0.2994,1.2328,-0.087,0.082,9.6501,118,0,0.0,,
-0.3268,-0.6059,9.7946,-0.9329,0.453,-2.6893,-0.3607,-0.6677,9.8052,119,0,0.0,,
0.0617,-0.0373,9.659,-2.1404,-2.0813,-2.2361,0.0202,-0.115,9.7088,120,0,0.0,,
-0.009,-0.1918,9.7305,-2.879,-1.9191,-5.2462,-0.0209,-0.1975,9.7074,121,0,0.0,,
0.1199,0.1011,10.0891,3.8714,-0.156,-4.1453,0.1369,0.0882,10.1189,122,0,0.0,,
-0.1235,0.2975,10.0257,-0.6044,0.7385,-7.5055,-0.1364,0.3192,10.0146,123,0,0.0,,
0.0759,-0.289,9.7593,6.0473,3.6129,-2.3343,0.0491,-0.2857,9.7936,124,0,0.0,,
-0.5114,-0.0276,10.1384,3.31,-0.4932,0.7249,-0.4092,0.0491,10.1103,125,0,0.0,,
0.6294,0.1462,9.5868,5.3877,5.306,-2.276,0.5962,0.1715,9.5419,126,0,0.0,,
-0.1799,-0.192,9.9452,1.7267,5.3723,2.6043,-0.176,-0.2367,9.9263,127,0,0.0,,
0.0215,-0.2578,9.8743,-1.6003,-1.2858,8.6701,0.0176,-0.2795,9.8208,128,0,0.0,,
0.4635,0.3056,9.7364,-4.0934,5.0364,-2.5434,0.4191,0.3802,9.7872,129,0,0.0,,
-0.1185,-0.3608,10.1181,-2.0308,-1.7782,-4.2345,-0.1231,-0.2608,10.0765,130,0,0.0,,
0.321,-0.3999,9.7613,0.432,0.8343,-1.1803,0.3637,-0.4537,9.7539,131,0,0.0,,
-0.1589,-0.1471,9.584,5.09,-3.5195,-1.0126,-0.1524,-0.1997,9.5305,132,0,0.0,,
-0.1875,0.1075,9.6171,4.1287,3.6595,-1.725,-0.3187,0.1005,9.7043,133,0,0.0,,
-0.096,0.007,9.4983,5.5709,1.3754,-2.3792,-0.1023,0.0631,9.4949,134,0,0.0,,
-0.0603,0.1749,10.0316,-2.354,-0.0509,-2.911,-0.0404,0.1734,10.0802,135,0,0.0,,
-0.1131,0.3463,9.9264,4.6771,1.2437,-1.4035,-0.2312,0.2618,9.9585,136,0,0.0,,
-0.0373,-0.0249,9.7145,3.5562,0.0939,-1.5312,-0.1112,0.02,9.7429,137,0,0.0,,
-0.3627,0.114,9.7793,-3.9325,-1.6827,-2.7313,-0.3799,0.062,9.8876,138,0,0.0,,
-0.3068,-0.1154,9.3708,2.491,-3.8814,4.2397,-0.3604,-0.2959,9.323,139,0,0.0,,
-0.0295,-0.1874,9.8516,0.7657,-0.1875,3.2672,-0.0771,-0.0895,9.8157,140,0,0.0,,
-0.4641,0.1708,9.6959,-0.6919,1.3919,-4.6812,-0.5811,0.2431,9.7434,141,0,0.0,,
0.4013,0.2343,9.7807,-3.1582,0.4817,-2.6283,0.4334,0.2047,9.8115,142,0,0.0,,
0.3464,0.2409,9.7906,0.5808,2.7795,-4.215,0.3365,0.207,9.8233,143,0,0.0,,
0.1362,0.3186,9.7518,2.6452,4.9623,2.8421,0.0913,0.246,9.7761,144,0,0.0,,
0.2072,0.3778,9.584,-3.1874,3.9973,2.1271,0.1598,0.3756,9.5081,145,0,0.0,,
0.2945,0.1296,9.8347,6.1885,5.3082,-1.139,0.1691,0.1137,9.7622,146,0,0.0,,
-0.1985,-0.1895,9.9746,8.5774,-4.1786,-1.7188,-0.227,-0.1705,9.9608,147,0,0.0,,
-0.7651,-0.1564,9.8004,1.0543,0.3378,6.524,-0.7678,-0.1559,9.7849,148,0,0.0,,
-0.2836,0.1028,9.5895,4.5281,2.5818,5.5257,-0.3373,0.0258,9.5868,149,0,0.0,,
-0.3887,0.1648,9.7376,-1.0797,-1.4325,2.0471,-0.3394,0.1073,9.7573,150,0,0.0,,
-0.0747,0.1957,9.6287,-2.1381,-0.9084,-1.7735,-0.0718,0.1445,9.6266,151,0,0.0,,
-0.1656,0.5631,9.8277,2.326,1.3723,-0.0824,-0.0234,0.6261,9.8757,152,0,0.0,,
0.7052,-0.3633,9.9214,4.031,-1.432,3.1575,0.6968,-0.3251,9.9413,153,0,0.0,,
-0.1431,-0.2326,9.6116,1.3533,-0.6393,2.4883,-0.1848,-0.228,9.6244,154,0,0.0,,
-0.4781,0.1571,9.6675,6.8036,-0.3997,-0.2101,-0.4598,0.1417,9.677,155,0,0.0,,
0.2733,-0.0131,9.6791,-2.8921,2.6298,-1.8196,0.2338,-0.0703,9.6885,156,0,0.0,,
0.5817,0.2513,10.0684,1.0629,1.2808,2.1852,0.5514,0.2681,10.0587,157,0,0.0,,
-0.1786,0.2223,10.0095,-2.84,1.6887,1.8618,-0.1487,0.2056,10.0283,158,0,0.0,,
0.0848,-0.4059,9.585,1.0207,2.3189,-2.1923,0.1127,-0.3176,9.66,159,0,0.0,,
-0.3945,0.2892,9.6049,-1.2595,3.2234,-4.4877,-0.3899,0.246,9.602,160,0,0.0,,
0.3304,0.0015,9.3707,-3.8444,4.0341,-0.415,0.3588,-0.0211,9.4328,161,0,0.0,,
0.0929,0.8161,10.0389,0.4257,2.6665,-1.3637,0.1637,0.815,10.0233,162,0,0.0,,
0.2058,0.4006,9.8827,-4.182,-2.5239,-2.4199,0.1526,0.4666,9.9104,163,0,0.0,,
-0.1918,-0.0732,9.7504,-6.729,-0.8352,-5.5737,-0.153,-0.0767,9.707,164,0,0.0,,
-0.3113,-0.036,10.1049,0.1587,5.4213,-2.8513,-0.3092,-0.0183,10.1688,165,0,0.0,,
1.0746,0.2004,9.8354,-2.6809,-1.1698,1.9504,1.0054,0.2065,9.8115,166,0,0.0,,
0.0633,-0.2224,9.929,1.1931,3.732,-1.2389,0.042,-0.1537,9.8959,167,0,0.0,,
-0.0659,-0.136,9.8293,-5.306,3.0188,3.056,-0.0484,-0.2139,9.868,168,0,0.0,,
0.0029,0.3076,10.017,-3.5687,2.4214,-0.188,-0.0823,0.3132,9.93,169,0,0.0,,
-0.111,-0.2862,9.4619,-1.695,-0.1875,-3.2052,-0.0326,-0.2905,9.554,170,0,0.0,,
0.016,0.1841,9.5154,0.1298,-2.0461,0.6533,-0.0194,0.2409,9.4965,171,0,0.0,,
0.12,0.2536,9.3685,0.7507,0.1583,-0.3204,0.1489,0.3011,9.3323,172,0,0.0,,
0.0115,-0.1073,9.4381,-1.4628,3.0811,-0.2406,0.0319,-0.1535,9.4808,173,0,0.0,,
0.1281,0.0251,9.5969,2.1385,-1.0899,9.2414,0.0153,0.0819,9.588,174,0,0.0,,
0.0788,0.3562,9.5089,-1.4615,1.069,-3.4503,0.0354,0.3148,9.5116,175,0,0.0,,
0.113,-0.0779,9.8483,-0.1198,3.332,-2.9398,0.0819,-0.0734,9.9045,176,0,0.0,,
-0.1113,-0.3823,10.0275,0.7393,-3.1833,7.9367,-0.104,-0.4406,10.1299,177,0,0.0,,
0.112,0.0715,10.1192,-2.2219,2.1839,-10.0722,0.0475,0.0413,10.1993,178,0,0.0,,
-0.3428,-0.5558,10.0482,-1.2991,2.4343,-5.3871,-0.2957,-0.5856,10.0199,179,0,0.0,,
-0.3241,0.0435,9.7594,-4.4798,-2.2524,3.4254,-0.3307,-0.0001,9.6932,180,0,0.0,,
0.3642,0.3403,9.7467,-3.2023,-1.6149,5.3072,0.4405,0.4408,9.8009,181,0,0.0,,
-0.5322,0.5374,9.5491,-2.4368,-0.8748,1.7741,-0.5225,0.419,9.4998,182,0,0.0,,
-0.1388,-0.0156,10.0157,-4.3267,2.5921,0.8651,-0.2079,0.0734,9.9379,183,0,0.0,,
-0.4911,0.4254,9.7659,-4.6554,-1.7742,3.7511,-0.4945,0.3817,9.6643,184,0,0.0,,
0.2196,-0.2009,10.553,1.4794,4.1366,8.0797,0.22,-0.2373,10.5677,185,0,0.0,,
0.2701,-0.178,9.6844,3.2637,-4.5225,-3.6066,0.2664,-0.2519,9.6952,186,0,0.0,,
-0.4432,-0.4066,9.6978,-0.2451,3.224,-3.9566,-0.501,-0.4107,9.7068,187,0,0.0,,
0.1316,-0.4946,9.6275,2.8003,-0.2109,0.432,0.0664,-0.5666,9.6447,188,0,0.0,,
0.4489,-0.4719,10.0624,3.6251,1.5709,-1.5769,0.4236,-0.5071,10.1088,189,0,0.0,,
0.0958,0.4808,9.8905,-0.1085,-2.7651,0.6487,0.1904,0.5298,9.9167,190,0,0.0,,
-0.2436,-0.0652,9.815,-0.5485,4.2516,0.8812,-0.299,-0.0226,9.7603,191,0,0.0,,
0.3418,0.0726,9.9011,0.9898,4.1732,-1.83,0.3101,0.2017,9.9247,192,0,0.0,,
0.0958,0.0582,10.1273,-1.2628,1.6598,-1.2552,0.0735,0.098,10.1109,193,0,0.0,,
-0.3322,0.146,9.6501,1.2614,-1.7245,-0.51,-0.285,0.1764,9.7149,194,0,0.0,,
0.0043,0.2242,9.6178,-0.3256,-6.2791,-1.8774,-0.0586,0.1767,9.6099,195,0,0.0,,
0.5978,-0.2609,9.8536,5.4822,0.1414,1.2322,0.5855,-0.2246,9.9082,196,0,0.0,,
0.1075,-0.1003,9.722,0.9295,3.9004,2.2773,0.1029,0.0081,9.6667,197,0,0.0,,
-0.4211,-0.1908,9.7936,3.4654,3.6751,-0.3429,-0.4867,-0.2165,9.7742,198,0,0.0,,
-0.1944,-0.1827,9.9417,-2.9137,-6.9941,0.1662,-0.182,-0.1658,10.0001,199,0,0.0,,
-0.0021,-0.1192,10.0788,-3.2755,-0.7034,0.9189,-0.0677,-0.1624,10.0922,200,0,0.0,0.0,0.002515252873989392
0.1939,-0.2604,10.2945,0.9254,-0.3477,0.749,0.2237,-0.2127,10.2052,201,0,0.0,,
-0.1858,0.681,9.8735,1.2189,3.1393,1.1523,-0.0926,0.6745,9.8663,202,0,0.0,,
0.0784,-0.3503,9.6214,2.5468,-3.3736,4.9609,0.038,-0.3915,9.632,203,0,0.0,,
-0.5616,-0.4718,10.0119,-0.0158,-4.7956,-1.4195,-0.5929,-0.3891,10.0557,204,0,0.0,,
-0.3566,0.2567,9.992,-1.6998,0.2403,3.1452,-0.3947,0.2276,10.0045,205,0,0.0,,
0.324,-0.0715,9.4299,-1.735,-3.6077,-3.9199,0.3015,-0.1515,9.4075,206,0,0.0,,
-0.0568,0.0292,9.3991,-1.723,-3.688,-2.2573,-0.0983,0.0464,9.3818,207,0,0.0,,
-0.4031,0.1849,10.1402,-2.8353,1.8469,3.9757,-0.4523,0.196,10.1251,208,0,0.0,,
-0.0346,0.8647,10.013,-8.4423,-1.2591,3.0032,0.0808,0.8851,10.0472,209,0,0.0,,
-0.3664,0.1522,9.3732,-0.3425,2.0503,1.2542,-0.3595,0.2424,9.4358,210,0,0.0,,
0.123,-0.472,9.7395,0.4557,0.2386,2.8123,0.19,-0.5352,9.6895,211,0,0.0,,
0.3535,0.4391,9.8062,-2.6657,-3.6532,-0.0812,0.3283,0.4479,9.8546,212,0,0.0,,
0.1889,0.0698,10.1206,0.0928,1.2133,-2.4406,0.1682,0.0874,10.1503,213,0,0.0,,
-0.4368,0.0141,9.8541,1.3888,0.1027,-0.7175,-0.429,-0.0004,9.8986,214,0,0.0,,
-0.1385,0.1794,9.7035,0.9721,-0.0927,3.6852,-0.2634,0.0997,9.7385,215,0,0.0,,
0.2759,0.3133,9.814,3.2529,1.6492,-1.4922,0.3636,0.3007,9.8164,216,0,0.0,,
-0.0043,0.3752,9.6111,4.6001,-10.6433,-2.3533,-0.0311,0.3761,9.6326,217,0,0.0,,
-0.1615,-0.1248,9.6713,-2.5995,-1.919,2.7502,-0.0883,-0.1855,9.7176,218,0,0.0,,
-0.1065,0.1566,10.1132,4.1808,-0.833,-0.0575,-0.0431,0.1483,10.0835,219,0,0.0,,
0.212,-0.0965,9.6379,0.2751,-0.4901,-2.8542,0.2983,-0.1752,9.6918,220,0,0.0,,
-0.1081,0.3291,9.7922,-0.39,-6.5218,1.4999,-0.0931,0.3461,9.8637,221,0,0.0,,
-0.1295,-0.2856,10.2079,-0.7492,-0.4283,-6.3634,-0.1791,-0.2822,10.1946,222,0,0.0,,
0.3076,0.093,9.8303,-0.6668,-4.4308,-0.2612,0.2663,0.0523,9.8,223,0,0.0,,
0.1256,-0.2178,9.8689,-2.3432,-1.6794,-3.3769,0.0712,-0.2345,9.8622,224,0,0.0,,
0.2403,0.2146,9.9098,-3.6097,0.0865,4.7691,0.1927,0.2359,9.9058,225,0,0.0,,
0.308,-0.0065,9.7626,2.9253,0.9154,-1.267,0.3178,0.0067,9.721,226,0,0.0,,
-0.0738,0.056,10.0346,0.0366,0.9471,-1.4909,-0.0538,0.071,10.0115,227,0,0.0,,
-0.0282,0.2377,9.7226,-1.405,3.8378,-0.9014,-0.1269,0.3128,9.6868,228,0,0.0,,
-0.0008,-0.069,9.8304,0.2684,0.3646,-3.8901,0.0189,-0.1484,9.8722,229,0,0.0,,
0.4263,0.2931,9.631,0.5739,1.3126,0.1802,0.4308,0.2711,9.5992,230,0,0.0,,
0.3098,-0.1201,9.8804,-4.1056,0.6176,-5.179,0.2411,-0.1305,9.8877,231,0,0.0,,
0.079,0.3285,9.8953,1.6821,-0.7662,-0.5237,0.1367,0.2711,9.9015,232,0,0.0,,
-0.2408,-0.4583,9.6566,-2.0849,1.1814,0.1651,-0.2329,-0.4858,9.6663,233,0,0.0,,
0.0393,-0.1724,9.294,6.2734,-2.1213,2.845,0.0005,-0.1754,9.322,234,0,0.0,,
-0.0745,-0.0832,9.8548,-1.9078,1.0717,4.6886,-0.1154,-0.0956,9.8518,235,0,0.0,,
0.2472,0.2151,9.9112,4.0304,1.1373,1.1844,0.2592,0.3167,10.0128,236,0,0.0,,
-0.2796,0.1321,9.8963,2.8763,-1.7753,-3.395,-0.2872,0.1544,9.8331,237,0,0.0,,
-0.0188,-0.531,9.8227,-1.6832,2.988,-6.1933,-0.0514,-0.4913,9.8627,238,0,0.0,,
-0.0362,0.103,9.688,0.256,1.2383,-1.2208,-0.0124,0.0838,9.7286,239,0,0.0,,
-0.3563,0.1428,9.7894,7.4275,-4.6135,-1.5778,-0.3397,0.1519,9.7445,240,0,0.0,,
0.0299,-0.0282,9.6693,1.5016,-2.7708,3.6443,0.0454,-0.0182,9.6566,241,0,0.0,,
