timestamp_ms,ax,ay,az,gx,gy,gz,hg_ax,hg_ay,hg_az,label,label_name,phase
83.0,0.2523,0.0197,10.0324,4.0348,-3.4365,3.8012,0.2063,0.0135,10.0579,0,Normal,Normal
84.0,-0.2236,-0.0245,9.826,1.0702,0.2614,-1.246,-0.154,-0.0868,9.8932,0,Normal,Normal
85.0,0.0278,0.0469,9.459,0.6279,-2.6821,2.5098,-0.022,0.0631,9.3701,0,Normal,Normal
86.0,-0.2609,0.1884,9.8272,4.0592,0.0067,-6.1482,-0.368,0.1459,9.7337,0,Normal,Normal
87.0,0.5352,-0.4692,9.757,-4.6663,3.443,0.4894,0.6537,-0.5055,9.7842,0,Normal,Normal
88.0,-0.2919,-0.0503,9.6981,2.9522,0.3488,3.5108,-0.2365,0.0752,9.7229,0,Normal,Normal
89.0,-0.1141,0.2456,9.7167,0.1195,0.4813,6.5022,-0.0953,0.319,9.7094,0,Normal,Normal
90.0,0.0488,0.1997,9.6694,0.4757,0.2884,2.1428,0.0132,0.2585,9.7041,0,Normal,Normal
91.0,0.0144,-0.0956,9.6239,0.6137,3.7189,3.9363,-0.0147,-0.081,9.6752,0,Normal,Normal
92.0,-0.2446,0.3909,9.8773,-4.6915,6.562,1.1118,-0.2376,0.4189,9.9686,0,Normal,Normal
93.0,-0.0428,-0.1205,9.5939,-0.5486,-1.4339,-2.9634,-0.0101,-0.1496,9.6103,0,Normal,Normal
94.0,0.4051,-0.3814,9.8897,-0.7462,-0.5688,-7.1082,0.3307,-0.4065,9.9065,0,Normal,Normal
95.0,0.0419,0.2072,9.8976,-2.81,-1.6948,5.1105,0.0199,0.1994,9.9247,0,Normal,Normal
96.0,-0.5706,0.2793,9.6764,-1.0521,-0.9582,-3.2401,-0.686,0.3115,9.8078,0,Normal,Normal
97.0,0.1366,0.0353,9.567,-3.4447,-2.4962,4.2003,0.121,0.1441,9.6037,0,Normal,Normal
98.0,0.5288,-0.4233,9.753,-2.92,-0.7476,-0.0374,0.5731,-0.373,9.7783,0,Normal,Normal
99.0,-0.1458,-0.0888,10.1718,0.9197,6.5258,4.1477,-0.1202,-0.1495,10.1515,0,Normal,Normal
100.0,0.4266,-0.4315,9.9999,-0.3957,1.5954,-2.2105,0.5232,-0.5084,10.0414,0,Normal,Normal
101.0,-0.4437,-0.2332,10.1868,-2.6579,4.3233,0.3703,-0.4071,-0.176,10.1524,0,Normal,Normal
102.0,0.1312,0.1867,9.8815,7.349,-1.137,2.2366,0.009,0.2309,9.901,0,Normal,Normal
103.0,0.3674,0.136,10.0726,0.0317,-0.9495,-1.4075,0.3867,0.0529,10.0913,0,Normal,Normal
104.0,-0.001,0.2092,9.6842,4.5378,-1.7786,2.2401,-0.0621,0.2378,9.6878,0,Normal,Normal
105.0,-0.2318,0.158,9.474,-2.0336,1.2706,0.7575,-0.2424,0.1704,9.5005,0,Normal,Normal
106.0,0.1298,-0.2257,10.0967,2.8924,1.9184,-1.405,0.1229,-0.2764,10.0708,0,Normal,Normal
107.0,-0.4809,0.7331,9.743,1.6052,2.4202,-2.1558,-0.4453,0.7655,9.772,0,Normal,Normal
108.0,0.0433,0.3794,9.7952,-1.2501,-0.0207,3.623,0.0439,0.3829,9.7322,0,Normal,Normal
109.0,0.0603,0.3612,9.8628,-1.3769,2.9232,-1.282,0.1103,0.3559,9.8013,0,Normal,Normal
110.0,0.1053,0.3036,9.7637,-1.6581,-7.3029,2.1774,0.0552,0.3477,9.7765,0,Normal,Normal
111.0,0.2321,-0.1002,9.8102,-8.4353,-5.6274,1.441,0.2711,-0.0672,9.8009,0,Normal,Normal
112.0,0.0596,0.0445,9.6476,1.5364,-2.7756,0.5091,0.0429,0.0531,9.659,0,Normal,Normal
113.0,-0.3044,0.5649,10.1316,-3.7583,-2.9728,-4.7503,-0.3235,0.6714,10.1481,0,Normal,Normal
114.0,0.5129,-0.3512,9.885,-1.3887,1.2032,2.7646,0.5221,-0.3238,9.8176,0,Normal,Normal
115.0,0.2192,0.4837,9.7773,1.779,0.1155,-1.8354,0.1894,0.538,9.6984,0,Normal,Normal
116.0,0.3041,0.1507,10.2099,-1.2589,-2.6849,-2.8268,0.3203,0.0985,10.1601,0,Normal,Normal
117.0,-0.2848,-0.5509,9.9453,-3.3678,0.8175,2.1171,-0.264,-0.5202,9.9102,0,Normal,Normal
118.0,-0.3414,-0.2617,9.8316,1.0196,-0.8925,-0.0543,-0.4149,-0.3579,9.8989,0,Normal,Normal
119.0,-0.6593,-0.3451,9.6615,-1.9875,-1.941,1.763,-0.6413,-0.4413,9.5922,0,Normal,Normal
120.0,0.1559,-0.0202,9.5634,-1.7324,-1.0824,5.5949,0.1359,-0.009,9.6023,0,Normal,Normal
121.0,0.139,-0.054,9.9958,1.4254,1.6395,-1.4962,0.2023,-0.0909,10.031,0,Normal,Normal
122.0,-0.2791,0.1167,9.4725,6.8137,1.4955,0.3737,-0.2563,0.2615,9.5388,0,Normal,Normal
123.0,-0.3062,0.1702,10.0619,-6.5413,-3.2149,2.1869,-0.3233,0.1438,10.0704,0,Normal,Normal
124.0,0.0729,-0.1917,9.376,-1.6647,2.0252,-2.313,0.06,-0.1608,9.4527,0,Normal,Normal
125.0,-0.2374,0.0315,9.4613,-2.5079,0.1341,0.0082,-0.2596,0.0968,9.4529,0,Normal,Normal
126.0,0.4716,0.0326,9.859,-3.4435,-0.252,-4.4303,0.5535,0.0619,9.857,0,Normal,Normal
127.0,0.1415,-0.1817,10.3315,2.6409,1.9302,-2.7887,0.2188,-0.2527,10.3523,0,Normal,Normal
128.0,-0.0555,0.2073,9.5508,1.1685,-0.052,-3.7473,-0.0541,0.2747,9.6053,0,Normal,Normal
129.0,-0.0904,-0.0312,10.1396,0.0266,2.6021,3.2066,-0.0336,-0.0552,10.1646,0,Normal,Normal
130.0,-0.1391,0.0714,9.5457,-2.2198,0.8289,0.1154,-0.1856,0.1046,9.4844,0,Normal,Normal
131.0,0.433,0.1342,9.5745,1.7159,-1.6233,-1.6885,0.4196,0.0884,9.5334,0,Normal,Normal
132.0,-0.0621,0.3072,9.8523,7.7244,-0.8229,1.9872,0.0276,0.4381,9.8327,0,Normal,Normal
133.0,-0.1699,0.2156,10.0184,-4.5007,2.6512,-0.5964,-0.2162,0.2025,10.0074,0,Normal,Normal
134.0,-0.1118,0.3108,10.0167,-3.5887,0.5571,-1.1021,-0.1489,0.417,10.0111,0,Normal,Normal
135.0,0.2202,-0.3198,9.7277,-0.3951,-0.2963,1.4765,0.1874,-0.3031,9.7868,0,Normal,Normal
136.0,-0.124,0.2123,10.0903,0.2159,0.1949,-6.0194,-0.0989,0.1566,10.1139,0,Normal,Normal
137.0,-0.1462,-0.1961,9.8656,-2.5362,-4.3278,-0.97,-0.1713,-0.2913,9.8299,0,Normal,Normal
138.0,-0.2254,-0.5408,9.7069,3.0951,5.0806,-2.4811,-0.2942,-0.5179,9.7107,0,Normal,Normal
139.0,0.0385,0.0981,9.551,5.3164,-1.5339,0.2934,0.0555,0.1187,9.5307,0,Normal,Normal
140.0,-0.0427,0.02,9.7804,-1.1004,2.8833,2.7061,-0.0222,0.127,9.7658,0,Normal,Normal
141.0,-0.1057,0.2579,9.8148,-2.0287,1.5443,-1.529,-0.0435,0.3044,9.8712,0,Normal,Normal
142.0,-0.2326,-0.1669,10.1985,-4.9699,-0.3134,-3.0638,-0.2899,-0.1542,10.2108,0,Normal,Normal
143.0,-0.2791,-0.3978,9.6579,-1.0364,0.7535,1.7141,-0.2661,-0.3926,9.6323,0,Normal,Normal
144.0,-0.0626,-0.1162,9.4201,-1.7099,1.0918,-0.4667,-0.107,-0.1641,9.3895,0,Normal,Normal
145.0,0.0283,0.0661,10.1205,-5.2103,8.3101,3.5728,0.0769,0.0145,10.1684,0,Normal,Normal
146.0,0.0664,0.0014,10.1044,-3.3604,1.1322,-4.1642,0.157,-0.022,10.0744,0,Normal,Normal
147.0,0.2834,0.2873,9.7358,1.2903,-1.4587,1.7593,0.309,0.3098,9.761,0,Normal,Normal
148.0,-0.2015,-0.495,9.9549,1.3776,-0.7639,-1.096,-0.2006,-0.5698,9.9928,0,Normal,Normal
149.0,-0.4997,-0.0278,9.8965,5.4335,-1.572,-1.0062,-0.4243,0.0736,9.9139,0,Normal,Normal
150.0,-0.0141,-0.5176,9.8971,-0.7484,6.5335,2.3126,0.0372,-0.5447,9.906,0,Normal,Normal
151.0,0.4577,0.0689,10.1807,-2.6888,1.9182,6.1599,0.5168,0.06,10.2054,0,Normal,Normal
152.0,0.1788,0.0351,9.8091,0.6927,1.5377,2.8843,0.1449,0.0326,9.8743,0,Normal,Normal
153.0,-0.1564,0.0869,9.8041,2.7178,-4.6692,1.5501,-0.1621,0.0473,9.8718,0,Normal,Normal
154.0,-0.7257,-0.0392,9.963,-2.2643,0.7605,-0.6559,-0.6882,0.03,10.0207,0,Normal,Normal
155.0,0.5863,0.1133,9.4227,0.7911,-6.8836,-2.0371,0.62,0.1111,9.4696,0,Normal,Normal
156.0,0.5065,0.0254,9.8337,-1.6021,-2.1169,1.7493,0.5692,0.0043,9.7897,0,Normal,Normal
157.0,0.244,-0.4754,10.1181,-2.9359,1.6869,0.7599,0.2792,-0.4686,10.13,0,Normal,Normal
158.0,-0.2849,-0.6688,9.824,2.172,-0.6176,5.8442,-0.2103,-0.6913,9.8398,0,Normal,Normal
159.0,0.1196,0.3655,9.669,2.2873,-0.8429,0.8421,0.1288,0.3772,9.6961,0,Normal,Normal
160.0,0.1017,0.0841,10.0152,-0.2557,-2.9556,1.0466,0.1951,0.1396,10.0473,0,Normal,Normal
161.0,0.2665,0.6138,10.0857,-0.0605,-1.077,4.721,0.2941,0.6498,10.0546,0,Normal,Normal
162.0,-0.2607,-0.0638,9.7571,-1.4769,1.2111,0.6108,-0.2307,-0.0258,9.7425,0,Normal,Normal
163.0,-0.2099,0.0712,9.781,-0.6554,1.1437,-1.0901,-0.2505,0.0302,9.7644,0,Normal,Normal
164.0,0.261,-0.1848,9.7791,-2.1482,-0.0815,-0.1459,0.2976,-0.2207,9.7075,0,Normal,Normal
165.0,-0.2007,0.0705,10.1307,-3.0823,0.734,-1.1423,-0.1755,0.0554,10.1024,0,Normal,Normal
166.0,-0.4774,0.4108,9.7697,-5.2461,0.1965,-3.5056,-0.5675,0.3812,9.8723,0,Normal,Normal
167.0,-0.3141,0.3364,9.6501,-3.3038,0.9275,-2.1528,-0.2938,0.3124,9.5242,0,Normal,Normal
168.0,0.0552,0.0481,9.6904,-1.361,4.9282,2.1977,0.0264,0.0465,9.6774,0,Normal,Normal
169.0,-0.0762,-0.7109,9.9571,1.5384,-0.2521,1.5422,-0.0567,-0.7809,9.9196,0,Normal,Normal
170.0,-0.439,0.0196,9.9425,0.3157,3.2324,-0.6967,-0.4324,0.0459,9.8488,0,Normal,Normal
171.0,0.1436,-0.4556,9.7731,2.6336,-4.6376,-0.5427,0.0437,-0.5783,9.8868,0,Normal,Normal
172.0,0.9154,-0.3247,9.6561,0.4271,-0.3076,-0.6139,0.8529,-0.3009,9.6457,0,Normal,Normal
173.0,-0.7315,-0.252,9.5656,1.9245,2.6145,3.7301,-0.8241,-0.14,9.5841,0,Normal,Normal
174.0,-0.4774,-0.4307,9.9685,0.1163,5.7104,4.7025,-0.5713,-0.4496,9.9176,0,Normal,Normal
175.0,0.0405,0.061,9.9675,1.4136,0.1971,-1.1014,0.1142,0.1179,9.899,0,Normal,Normal
176.0,-0.1303,0.2184,9.8333,-2.3257,-1.7351,-0.0452,-0.1335,0.2444,9.7357,0,Normal,Normal
177.0,-0.1039,0.0122,10.0695,6.1275,-0.7174,-3.693,-0.0038,0.0511,10.106,0,Normal,Normal
178.0,-0.1981,0.106,9.63,-4.4084,-0.1752,-0.137,-0.2169,0.1201,9.6188,0,Normal,Normal
179.0,-0.2882,-0.5525,9.9086,-1.3868,-0.2261,-0.5104,-0.2233,-0.6407,9.951,0,Normal,Normal
180.0,-0.2672,0.0219,9.9457,1.075,-4.9159,1.4728,-0.3472,-0.0353,9.8606,0,Normal,Normal
181.0,-0.3019,-0.564,9.5648,-0.5796,-1.2466,-5.5709,-0.3659,-0.5771,9.5811,0,Normal,Normal
182.0,0.2332,-0.0952,10.0176,-5.4843,0.1513,0.4561,0.3037,-0.0898,10.0811,0,Normal,Normal
183.0,0.2154,-0.2704,9.8787,0.6127,-0.9165,3.3674,0.2187,-0.3715,9.9032,0,Normal,Normal
184.0,0.1389,0.363,9.9057,-0.8262,1.4855,2.5208,0.1713,0.3732,9.931,0,Normal,Normal
185.0,-0.4458,-0.0142,9.7975,-1.3826,-7.6232,4.536,-0.3834,0.0248,9.8558,0,Normal,Normal
186.0,-0.4253,0.0082,9.5703,-1.2519,2.7839,2.8331,-0.4495,0.0963,9.5134,0,Normal,Normal
187.0,-0.4409,-0.1446,9.8354,-2.3025,0.7375,0.5107,-0.39,-0.2284,9.8971,0,Normal,Normal
188.0,-0.4035,0.2998,9.434,4.2182,-4.7647,0.8582,-0.3641,0.2666,9.5348,0,Normal,Normal
189.0,0.2099,0.3976,9.7956,2.8317,1.36,-1.6685,0.2767,0.2771,9.8138,0,Normal,Normal
190.0,0.2136,0.0672,10.0205,0.8676,1.2103,-0.6431,0.2272,0.0891,9.9955,0,Normal,Normal
191.0,-0.2086,-0.0275,9.7138,-3.5631,-2.744,0.0571,-0.1731,-0.0168,9.6541,0,Normal,Normal
192.0,0.8702,0.2897,10.1202,1.1559,0.3463,0.8939,0.8783,0.2797,10.2081,0,Normal,Normal
193.0,-0.018,0.0852,9.8008,1.2595,1.3819,2.1036,-0.1001,0.0874,9.8275,0,Normal,Normal
194.0,-0.1624,-0.0895,9.9691,-2.0736,3.799,2.0128,-0.1354,-0.1085,10.0116,0,Normal,Normal
195.0,-0.1012,-0.252,9.9415,-0.7137,-3.2852,-2.5243,-0.1619,-0.231,9.9887,0,Normal,Normal
196.0,-0.1116,0.0367,10.0419,-2.55,-0.1353,-4.1572,-0.1264,-0.0216,10.0387,0,Normal,Normal
197.0,0.0968,0.1659,9.6313,-1.2074,1.0843,-0.1784,0.0739,0.1368,9.6457,0,Normal,Normal
198.0,0.6592,-0.1929,9.8744,-0.279,-2.7308,2.5766,0.6221,-0.2335,9.8132,0,Normal,Normal
199.0,-0.1852,0.1586,9.7469,-6.8497,-2.9599,-1.9097,-0.1821,0.2068,9.6596,0,Normal,Normal
200.0,0.6332,-0.0784,9.6993,2.1675,-0.2161,2.1476,0.6221,-0.1215,9.7554,0,Normal,Normal
201.0,0.148,0.0081,9.6812,-1.4512,-3.7894,2.7446,0.1914,-0.0644,9.7729,0,Normal,Normal
202.0,-0.3397,-0.4815,9.8832,1.6112,-0.9652,5.2379,-0.3377,-0.389,9.8522,0,Normal,Normal
203.0,-0.0283,0.4268,9.7866,2.5378,-2.3431,-3.876,0.0051,0.4135,9.7942,0,Normal,Normal
204.0,-0.0662,0.121,9.9516,-2.375,2.2003,6.5402,-0.0344,0.1614,9.8372,0,Normal,Normal
205.0,-0.2109,-0.5019,9.4953,-6.4158,0.48,0.6409,-0.2956,-0.5635,9.5219,0,Normal,Normal
206.0,-0.205,-0.0153,9.6414,0.3229,-1.7571,-5.7872,-0.1298,-0.1106,9.5741,0,Normal,Normal
207.0,0.1798,-0.1563,9.5655,1.2227,-1.1895,3.2093,0.1922,-0.2014,9.5395,0,Normal,Normal
208.0,-0.4274,-0.1707,9.5266,-2.7173,-3.3783,4.5223,-0.4896,-0.1567,9.554,0,Normal,Normal
209.0,-0.124,-0.1099,9.8026,9.2485,0.3392,-3.5526,-0.1109,-0.0375,9.7974,0,Normal,Normal
210.0,-0.3807,0.2393,9.97,-0.2762,0.2409,-1.9942,-0.389,0.141,9.9659,0,Normal,Normal
211.0,0.0376,0.0741,9.962,-0.9945,-4.0999,-3.8109,0.0771,-0.0429,9.961,0,Normal,Normal
212.0,0.0621,0.3062,9.8699,0.737,3.2363,3.5782,0.0603,0.2691,9.83,0,Normal,Normal
213.0,-0.1887,0.622,9.9441,2.5677,1.1281,-2.1254,-0.21,0.6757,9.9894,0,Normal,Normal
214.0,0.1108,-0.0143,9.6566,-1.5592,3.0628,-2.5002,0.1618,-0.099,9.6984,0,Normal,Normal
215.0,0.022,-0.1547,9.8131,2.0019,1.4437,1.7304,0.0874,-0.1605,9.9017,0,Normal,Normal
216.0,0.3166,0.1365,10.0431,0.9509,1.5385,0.755,0.3135,0.184,10.0277,0,Normal,Normal
217.0,0.4287,-0.3848,10.0163,-1.1656,-1.2767,-3.4623,0.3762,-0.388,10.0574,0,Normal,Normal
218.0,-0.053,-0.1755,10.1052,0.6671,-1.4924,-2.0042,-0.0364,-0.1488,10.0526,0,Normal,Normal
219.0,0.3171,-0.4457,9.9494,7.2393,-1.3047,2.3508,0.2969,-0.4445,9.946,0,Normal,Normal
220.0,0.3203,0.0232,10.3923,-1.0426,-3.2996,-3.8424,0.3073,0.0163,10.4305,0,Normal,Normal
221.0,-0.0472,0.3617,9.9819,0.6676,5.4656,2.4574,-0.061,0.3481,10.0669,0,Normal,Normal
222.0,0.2195,0.1125,9.5602,-1.8336,-4.3948,-3.3316,0.2175,0.1282,9.558,0,Normal,Normal
223.0,-0.1249,0.6022,9.9627,-2.3439,2.2329,0.1246,-0.1314,0.6106,9.9298,0,Normal,Normal
224.0,-0.1574,-0.4317,9.5684,0.1266,-4.8979,2.0473,-0.1862,-0.4519,9.5632,0,Normal,Normal
225.0,-0.3401,0.2417,9.6533,-4.1243,1.2201,2.4372,-0.4513,0.3015,9.5636,0,Normal,Normal
